Question ID,Model,Model Load Time (s),Prefill Time (ms),Decode Time (ms),Total Compute Time (ms),Latency (s),Input Tokens,Output Tokens,Total Tokens,Correct,Model Response,Ground Truth,Question,Avg GPU+CPU Power (W),Max GPU+CPU Power (W),Avg Board Power (W),Max GPU Temp (C),Total Energy (J),Energy per Input Token (J),Energy per Output Token (J),Energy per Total Token (J),RAM Used (MB),RAM Free (MB),Swap Used (MB),KV Active Tokens,KV Active Ratio,Prompt Cache Entries,Prompt Cache Size (MB),Prompt Cache Limit (MB)
757,Qwen2.5-VL-3B,,106.65,72.92,179.57,0.194,123,2,125,0,No,yes,Are there more rectangular buildings than forests?,3.88,3.88,10.16,56.2,1.02,0.0083,0.5086,0.0081,5582,2025,528,124,0.0038,0,0.000,0
758,Qwen2.5-VL-3B,,118.80,72.98,191.78,0.205,129,2,131,1,No,no,Is the number of water areas equal to the number of residential buildings?,4.14,4.23,10.60,56.0,2.12,0.0164,1.0581,0.0162,5582,2025,528,130,0.0040,0,0.000,0
759,Qwen2.5-VL-3B,,117.13,72.98,190.11,0.204,123,2,125,1,Yes,yes,Are there less roads than residential buildings?,3.86,3.96,10.13,55.9,2.01,0.0164,1.0061,0.0161,5582,2025,528,124,0.0038,0,0.000,0
760,Qwen2.5-VL-3B,,117.19,72.95,190.14,0.204,123,2,125,0,1,14,What is the amount of rectangular forests?,3.68,3.80,9.80,55.8,1.95,0.0158,0.9734,0.0156,5582,2025,528,124,0.0038,0,0.000,0
761,Qwen2.5-VL-3B,,118.29,72.97,191.26,0.205,127,2,129,0,No,yes,Is a commercial building next to a  water area present?,3.59,3.76,9.63,55.8,1.91,0.0151,0.9565,0.0148,5582,2025,528,128,0.0039,0,0.000,0
762,Qwen2.5-VL-3B,,117.19,72.82,190.01,0.204,123,2,125,1,0,0,What is the amount of large buildings?,3.57,3.72,9.60,55.8,1.91,0.0155,0.9536,0.0153,5582,2025,528,124,0.0038,0,0.000,0
763,Qwen2.5-VL-3B,,117.66,72.97,190.64,0.205,125,2,127,1,Yes,yes,Is there a medium residential building in the image?,3.52,3.68,9.59,55.8,1.91,0.0152,0.9525,0.0150,5582,2025,528,126,0.0038,0,0.000,0
764,Qwen2.5-VL-3B,,106.12,73.04,179.17,0.193,122,2,124,0,Yes,no,Is there a circular grass area?,3.42,3.52,9.44,55.5,0.95,0.0078,0.4728,0.0076,5582,2025,528,123,0.0038,0,0.000,0
765,Qwen2.5-VL-3B,,118.27,73.03,191.30,0.205,128,2,130,1,No,no,Is the number of roads equal to the number of water areas?,3.78,3.96,10.03,56.2,2.00,0.0156,1.0003,0.0154,5582,2025,528,129,0.0039,0,0.000,0
766,Qwen2.5-VL-3B,,133.49,73.00,206.48,0.220,131,2,133,0,0,1,What is the number of commercial buildings at the bottom of a  water area?,3.66,3.76,9.83,55.8,1.95,0.0149,0.9764,0.0147,5582,2025,528,132,0.0040,0,0.000,0
767,Qwen2.5-VL-3B,,106.76,73.01,179.77,0.194,121,2,123,1,Yes,yes,Is a small forest present?,3.68,3.80,9.78,55.8,0.98,0.0081,0.4897,0.0080,5582,2025,528,122,0.0037,0,0.000,0
768,Qwen2.5-VL-3B,,117.15,73.00,190.15,0.204,123,2,125,1,0,0,How many medium commercial buildings are there?,3.92,4.07,10.24,56.0,2.04,0.0166,1.0221,0.0164,5582,2025,528,124,0.0038,0,0.000,0
769,Qwen2.5-VL-3B,,106.12,73.00,179.12,0.193,122,2,124,1,1,1,How many medium buildings are there?,3.76,3.92,9.86,55.8,0.99,0.0081,0.4937,0.0080,5582,2025,528,123,0.0038,0,0.000,0
770,Qwen2.5-VL-3B,,118.50,72.94,191.45,0.206,128,2,130,1,No,no,Is the number of residential buildings equal to the number of forests?,3.96,4.11,10.22,56.2,2.04,0.0159,1.0206,0.0157,5582,2025,528,129,0.0039,0,0.000,0
771,Qwen2.5-VL-3B,,117.17,72.99,190.16,0.204,123,2,125,1,0,0,How many circular commercial buildings are there?,3.81,3.96,9.93,55.9,1.97,0.0160,0.9849,0.0158,5582,2025,528,124,0.0038,0,0.000,0
772,Qwen2.5-VL-3B,,117.65,73.02,190.67,0.205,125,2,127,0,No,yes,Are there less medium residential buildings than water areas?,3.65,3.76,9.73,55.9,1.93,0.0154,0.9655,0.0152,5582,2025,528,126,0.0038,0,0.000,0
773,Qwen2.5-VL-3B,,106.77,73.04,179.81,0.194,124,2,126,1,Yes,yes,Are there less water areas than grass areas?,3.54,3.72,9.52,55.7,0.95,0.0077,0.4768,0.0076,5582,2025,528,125,0.0038,0,0.000,0
774,Qwen2.5-VL-3B,,117.11,72.95,190.05,0.204,123,2,125,1,0,0,What is the number of circular roads?,3.84,3.99,9.97,56.2,1.99,0.0162,0.9963,0.0159,5582,2025,528,124,0.0038,0,0.000,0
775,Qwen2.5-VL-3B,,117.44,73.04,190.47,0.204,124,2,126,1,No,no,Is there a large road in the image?,3.74,3.92,9.88,55.8,1.96,0.0158,0.9794,0.0155,5582,2025,528,125,0.0038,0,0.000,0
776,Qwen2.5-VL-3B,,106.75,73.05,179.79,0.194,122,2,124,0,No,yes,Is a square water area present?,3.60,3.80,9.56,55.4,0.96,0.0078,0.4788,0.0077,5582,2025,528,123,0.0038,0,0.000,0
777,Qwen2.5-VL-3B,,118.12,73.22,191.34,0.206,126,2,128,1,No,no,Are there more water areas than forests in the image?,3.78,3.96,9.96,56.2,1.99,0.0158,0.9943,0.0155,5582,2025,528,127,0.0039,0,0.000,0
778,Qwen2.5-VL-3B,,134.04,72.95,207.00,0.221,133,2,135,1,No,no,Is the number of farmlands equal to the number of commercial buildings in the image?,3.73,3.95,9.83,56.1,1.95,0.0146,0.9729,0.0144,5582,2025,528,134,0.0041,0,0.000,0
779,Qwen2.5-VL-3B,,117.47,72.99,190.46,0.205,124,2,126,0,0,1,What is the number of small commercial buildings?,3.74,3.92,9.84,55.9,1.95,0.0157,0.9753,0.0155,5582,2025,528,125,0.0038,0,0.000,0
780,Qwen2.5-VL-3B,,117.69,73.03,190.72,0.205,125,2,127,1,Yes,yes,Are there less commercial buildings than farmlands?,3.60,3.76,9.64,55.8,1.91,0.0153,0.9555,0.0150,5582,2025,528,126,0.0038,0,0.000,0
781,Qwen2.5-VL-3B,,106.76,72.92,179.68,0.194,124,2,126,1,No,no,Are there less orchards than commercial buildings?,3.48,3.68,9.50,55.3,0.95,0.0077,0.4758,0.0076,5582,2025,528,125,0.0038,0,0.000,0
782,Qwen2.5-VL-3B,,118.47,73.00,191.47,0.206,128,2,130,1,No,no,Is the number of water areas equal to the number of buildings?,3.73,3.92,9.95,55.9,1.99,0.0155,0.9932,0.0153,5582,2025,528,129,0.0039,0,0.000,0
783,Qwen2.5-VL-3B,,117.48,73.19,190.67,0.205,124,2,126,0,No,yes,Are there less grass areas than residential buildings?,3.70,3.91,9.91,56.1,1.96,0.0158,0.9803,0.0156,5582,2025,528,125,0.0038,0,0.000,0
784,Qwen2.5-VL-3B,,117.45,212.85,330.29,0.344,124,4,128,0,100,0,What is the amount of square grass areas?,3.70,3.99,9.91,56.0,2.94,0.0237,0.7350,0.0230,5582,2025,528,129,0.0039,0,0.000,0
785,Qwen2.5-VL-3B,,117.02,73.08,190.10,0.204,122,2,124,1,No,no,Is there a square commercial building?,4.11,4.34,10.60,56.1,2.10,0.0172,1.0520,0.0170,5582,2025,528,123,0.0038,0,0.000,0
786,Qwen2.5-VL-3B,,135.02,73.00,208.02,0.222,137,2,139,1,No,no,Is the number of commercial buildings at the bottom of a  farmland equal to the number of water areas?,3.84,4.03,9.95,55.8,1.97,0.0144,0.9868,0.0142,5582,2025,528,138,0.0042,0,0.000,0
787,Qwen2.5-VL-3B,,118.29,73.14,191.43,0.206,128,2,130,0,No,yes,Is a water area on the right of a  building present?,3.78,3.96,9.97,55.8,1.98,0.0155,0.9893,0.0152,5582,2025,528,129,0.0039,0,0.000,0
788,Qwen2.5-VL-3B,,118.59,73.08,191.68,0.206,129,2,131,0,Yes,no,Is there a forest on the left of the  small commercial building?,3.62,3.76,9.77,55.8,1.94,0.0150,0.9695,0.0148,5582,2025,528,130,0.0040,0,0.000,0
789,Qwen2.5-VL-3B,,117.56,73.00,190.56,0.204,124,2,126,0,Yes,no,Are there more farmlands than roads?,3.59,3.72,9.67,55.8,1.92,0.0155,0.9586,0.0152,5582,2025,528,125,0.0038,0,0.000,0
790,Qwen2.5-VL-3B,,106.42,73.03,179.45,0.194,123,2,125,1,Yes,yes,Are there more forests than square buildings?,3.54,3.72,9.50,55.4,0.95,0.0077,0.4758,0.0076,5582,2025,528,124,0.0038,0,0.000,0
791,Qwen2.5-VL-3B,,106.73,73.06,179.78,0.194,121,2,123,1,No,no,Is a square forest present?,3.70,3.72,9.84,55.9,0.99,0.0081,0.4927,0.0080,5578,2029,529,122,0.0037,0,0.000,0
792,Qwen2.5-VL-3B,,117.38,72.88,190.26,0.204,124,2,126,0,Yes,no,Are there less roads than medium residential buildings?,3.99,4.11,10.42,56.0,2.08,0.0168,1.0410,0.0165,5578,2029,529,125,0.0038,0,0.000,0
793,Qwen2.5-VL-3B,,106.72,73.01,179.74,0.194,121,2,123,1,Yes,yes,Is there a small road?,3.82,4.07,10.16,55.5,1.02,0.0084,0.5085,0.0083,5578,2029,529,122,0.0037,0,0.000,0
794,Qwen2.5-VL-3B,,117.62,73.01,190.64,0.205,125,2,127,1,No,no,Are there more circular water areas than residential buildings?,3.88,4.03,10.25,56.4,2.05,0.0164,1.0241,0.0161,5578,2029,529,126,0.0038,0,0.000,0
795,Qwen2.5-VL-3B,,106.42,73.02,179.44,0.193,120,2,122,0,No,yes,Is there a parking?,3.80,4.07,10.06,55.8,1.01,0.0084,0.5036,0.0083,5579,2028,529,121,0.0037,0,0.000,0
796,Qwen2.5-VL-3B,,133.07,73.02,206.09,0.220,130,2,132,0,0,14,What is the amount of water areas at the bottom of a  road?,3.89,4.03,10.16,56.2,2.03,0.0156,1.0161,0.0154,5579,2028,529,131,0.0040,0,0.000,0
797,Qwen2.5-VL-3B,,106.70,72.92,179.62,0.194,124,2,126,1,0,0,What is the number of square commercial buildings?,3.94,4.23,10.30,56.3,1.03,0.0083,0.5154,0.0082,5579,2028,529,125,0.0038,0,0.000,0
798,Qwen2.5-VL-3B,,106.06,72.89,178.96,0.193,124,2,126,1,0,0,What is the number of large commercial buildings?,3.88,3.88,10.24,56.0,1.02,0.0083,0.5125,0.0081,5579,2028,529,125,0.0038,0,0.000,0
799,Qwen2.5-VL-3B,,117.22,72.99,190.21,0.204,123,2,125,0,Yes,no,Are there less residential buildings than forests?,4.13,4.27,10.64,56.1,2.13,0.0173,1.0634,0.0170,5579,2028,529,124,0.0038,0,0.000,0
800,Qwen2.5-VL-3B,,592.96,73.18,666.14,0.689,124,2,126,1,Urban,urban,Is it a rural or an urban area,4.22,4.66,10.73,56.2,6.42,0.0518,3.2095,0.0509,5579,2028,529,125,0.0038,0,0.000,0
801,Qwen2.5-VL-3B,,106.31,72.93,179.24,0.194,121,2,123,1,Yes,yes,Is a commercial building present?,4.60,4.70,11.23,56.2,1.12,0.0093,0.5622,0.0091,5580,2027,529,122,0.0037,0,0.000,0
802,Qwen2.5-VL-3B,,117.06,72.94,190.01,0.205,123,2,125,0,0,24,What is the amount of water areas?,4.54,4.62,11.09,56.1,2.22,0.0180,1.1077,0.0177,5580,2027,529,124,0.0038,0,0.000,0
803,Qwen2.5-VL-3B,,106.67,72.86,179.53,0.195,121,2,123,1,Yes,yes,Is there a grass area?,4.07,4.30,10.43,55.9,1.04,0.0086,0.5221,0.0085,5580,2027,529,122,0.0037,0,0.000,0
804,Qwen2.5-VL-3B,,116.76,212.70,329.45,0.344,122,4,126,0,100,3329,What is the number of buildings?,4.16,4.42,10.66,56.2,3.19,0.0262,0.7979,0.0253,5580,2027,529,127,0.0039,0,0.000,0
805,Qwen2.5-VL-3B,,117.23,144.56,261.79,0.276,126,3,129,0,10,156,What is the amount of commercial buildings in the image?,4.33,4.62,10.99,56.6,2.18,0.0173,0.7272,0.0169,5580,2027,529,129,0.0039,0,0.000,0
806,Qwen2.5-VL-3B,,106.68,72.95,179.63,0.194,121,2,123,1,Yes,yes,Is there a water area?,4.34,4.50,10.99,56.5,1.10,0.0091,0.5504,0.0089,5580,2027,529,122,0.0037,0,0.000,0
807,Qwen2.5-VL-3B,,117.12,72.55,189.66,0.204,123,2,125,1,Yes,yes,Are there more buildings than water areas?,4.30,4.38,10.88,56.3,2.17,0.0177,1.0858,0.0174,5580,2027,529,124,0.0038,0,0.000,0
808,Qwen2.5-VL-3B,,106.35,72.52,178.87,0.193,120,2,122,1,Yes,yes,Is there a road?,3.99,4.22,10.27,55.7,1.03,0.0086,0.5141,0.0084,5580,2027,529,121,0.0037,0,0.000,0
809,Qwen2.5-VL-3B,,117.37,143.64,261.01,0.276,124,3,127,0,10,661,How many roads are there in the image?,4.07,4.19,10.37,56.2,2.07,0.0167,0.6902,0.0163,5580,2027,529,127,0.0039,0,0.000,0
810,Qwen2.5-VL-3B,,117.69,72.51,190.20,0.205,125,2,127,1,Yes,yes,Are there more farmlands than water areas?,4.28,4.42,10.83,56.2,2.16,0.0172,1.0779,0.0170,5580,2027,529,126,0.0038,0,0.000,0
811,Qwen2.5-VL-3B,,106.67,72.84,179.51,0.193,121,2,123,0,No,yes,Is a circular road present?,3.93,4.18,10.29,55.6,1.03,0.0085,0.5151,0.0084,5580,2027,529,122,0.0037,0,0.000,0
812,Qwen2.5-VL-3B,,117.13,72.92,190.06,0.205,123,2,125,1,Yes,yes,Are there more residential buildings than forests?,3.98,4.11,10.31,56.3,2.06,0.0167,1.0295,0.0165,5580,2027,529,124,0.0038,0,0.000,0
813,Qwen2.5-VL-3B,,106.71,72.94,179.65,0.194,121,2,123,1,Yes,yes,Is a residential building present?,3.82,4.07,10.07,55.7,1.01,0.0083,0.5041,0.0082,5580,2027,529,122,0.0037,0,0.000,0
814,Qwen2.5-VL-3B,,116.82,144.43,261.24,0.276,122,3,125,0,10,237,How many grass areas are there?,3.93,4.07,10.21,56.2,2.04,0.0167,0.6798,0.0163,5581,2026,529,125,0.0038,0,0.000,0
815,Qwen2.5-VL-3B,,106.33,72.93,179.27,0.193,120,2,122,1,Yes,yes,Is there a building?,4.21,4.34,10.62,56.5,1.06,0.0089,0.5315,0.0087,5581,2026,529,121,0.0037,0,0.000,0
816,Qwen2.5-VL-3B,,117.36,144.45,261.81,0.277,124,3,127,0,10,37,What is the amount of medium commercial buildings?,4.22,4.26,10.67,56.6,2.13,0.0172,0.7107,0.0168,5581,2026,529,127,0.0039,0,0.000,0
817,Qwen2.5-VL-3B,,116.84,72.96,189.79,0.205,122,2,124,1,Yes,yes,Is there a medium orchard?,4.36,4.50,10.93,56.6,2.18,0.0179,1.0909,0.0176,5581,2026,529,123,0.0038,0,0.000,0
818,Qwen2.5-VL-3B,,116.95,280.91,397.86,0.412,122,5,127,0,1000,3088,How many residential buildings are there?,4.13,4.50,10.58,56.6,4.19,0.0343,0.8372,0.0330,5581,2026,529,129,0.0039,0,0.000,0
819,Qwen2.5-VL-3B,,106.69,72.89,179.58,0.194,121,2,123,1,Yes,yes,Is a farmland present?,4.21,4.58,10.75,56.0,1.08,0.0089,0.5384,0.0088,5581,2026,529,122,0.0037,0,0.000,0
820,Qwen2.5-VL-3B,,117.42,72.99,190.41,0.206,124,2,126,0,1,16,What is the amount of small water areas?,4.07,4.15,10.47,56.1,2.09,0.0169,1.0472,0.0166,5581,2026,529,125,0.0038,0,0.000,0
821,Qwen2.5-VL-3B,,106.40,72.89,179.29,0.194,120,2,122,1,Yes,yes,Is a forest present?,3.93,4.26,10.27,55.8,1.03,0.0086,0.5141,0.0084,5581,2026,529,121,0.0037,0,0.000,0
822,Qwen2.5-VL-3B,,106.64,72.94,179.58,0.194,122,2,124,1,Yes,yes,Is there a rectangular commercial building?,3.88,3.96,10.11,55.9,1.01,0.0083,0.5061,0.0082,5581,2026,529,123,0.0038,0,0.000,0
823,Qwen2.5-VL-3B,,117.95,72.85,190.80,0.205,127,2,129,1,No,no,Is the number of roads equal to the number of buildings?,4.10,4.15,10.54,56.3,2.11,0.0166,1.0572,0.0164,5581,2026,529,128,0.0039,0,0.000,0
824,Qwen2.5-VL-3B,,117.07,279.59,396.66,0.411,123,5,128,0,1000,661,What is the amount of small roads?,3.98,4.46,10.25,56.5,4.09,0.0332,0.8171,0.0319,5581,2026,529,130,0.0040,0,0.000,0
825,Qwen2.5-VL-3B,,117.46,72.91,190.36,0.204,124,2,126,1,No,no,Are there less residential buildings than water areas?,4.16,4.62,10.64,56.7,2.11,0.0170,1.0542,0.0167,5581,2026,529,125,0.0038,0,0.000,0
826,Qwen2.5-VL-3B,,116.80,72.88,189.68,0.204,122,2,124,0,1,0,How many rectangular roads are there?,3.81,4.18,10.03,56.0,1.99,0.0163,0.9938,0.0160,5578,2029,529,123,0.0038,0,0.000,0
827,Qwen2.5-VL-3B,,117.40,144.39,261.79,0.277,124,3,127,0,10,72,What is the number of farmlands?,3.64,3.95,9.75,56.0,1.93,0.0156,0.6429,0.0152,5578,2029,529,127,0.0039,0,0.000,0
828,Qwen2.5-VL-3B,,117.10,72.93,190.03,0.205,123,2,125,1,Yes,yes,Are there more forests than water areas?,3.97,3.99,10.21,56.1,2.04,0.0166,1.0205,0.0163,5579,2028,529,124,0.0038,0,0.000,0
829,Qwen2.5-VL-3B,,117.68,72.96,190.64,0.205,125,2,127,1,Yes,yes,Is there a small commercial building in the image?,3.88,4.27,10.05,56.2,1.99,0.0159,0.9948,0.0157,5579,2028,529,126,0.0038,0,0.000,0
830,Qwen2.5-VL-3B,,116.85,72.92,189.77,0.204,122,2,124,0,1,149,What is the number of forests?,3.70,4.03,9.73,56.2,1.93,0.0158,0.9631,0.0155,5579,2028,529,123,0.0038,0,0.000,0
831,Qwen2.5-VL-3B,,117.12,72.84,189.96,0.204,123,2,125,1,Yes,yes,Are there less medium roads than roads?,3.60,3.92,9.68,56.1,1.92,0.0156,0.9585,0.0153,5579,2028,529,124,0.0038,0,0.000,0
832,Qwen2.5-VL-3B,,117.12,72.92,190.04,0.204,123,2,125,1,0,0,What is the amount of circular roads?,3.55,3.84,9.64,56.2,1.91,0.0155,0.9546,0.0153,5579,2028,529,124,0.0038,0,0.000,0
833,Qwen2.5-VL-3B,,117.42,72.94,190.36,0.205,124,2,126,1,No,no,Are there less buildings than square water areas?,3.52,3.84,9.56,56.1,1.89,0.0153,0.9466,0.0150,5580,2027,529,125,0.0038,0,0.000,0
834,Qwen2.5-VL-3B,,116.84,72.91,189.75,0.204,122,2,124,1,Yes,yes,Is a square residential building present?,3.56,3.88,9.58,56.1,1.90,0.0155,0.9477,0.0153,5580,2027,529,123,0.0038,0,0.000,0
835,Qwen2.5-VL-3B,,118.01,72.92,190.93,0.206,126,2,128,0,Yes,no,Are there less residential buildings than forests in the image?,3.52,3.84,9.58,56.1,1.90,0.0150,0.9475,0.0148,5580,2027,529,127,0.0039,0,0.000,0
836,Qwen2.5-VL-3B,,118.70,72.87,191.57,0.206,129,2,131,1,No,no,Is the number of commercial buildings equal to the number of water areas?,3.56,3.88,9.58,56.1,1.90,0.0147,0.9476,0.0145,5580,2027,529,130,0.0040,0,0.000,0
837,Qwen2.5-VL-3B,,117.37,144.55,261.92,0.277,124,3,127,0,10,80,What is the number of rectangular grass areas?,3.53,3.84,9.54,56.2,1.89,0.0152,0.6290,0.0149,5580,2027,529,127,0.0039,0,0.000,0
838,Qwen2.5-VL-3B,,117.11,72.55,189.66,0.205,123,2,125,0,1,6,How many medium water areas are there?,3.90,3.96,10.17,55.9,2.04,0.0166,1.0181,0.0163,5580,2027,529,124,0.0038,0,0.000,0
839,Qwen2.5-VL-3B,,116.81,72.55,189.36,0.204,122,2,124,1,Yes,yes,Are there more buildings than roads?,3.60,3.68,9.69,55.8,1.94,0.0159,0.9694,0.0156,5580,2027,529,123,0.0038,0,0.000,0
840,Qwen2.5-VL-3B,,106.40,72.55,178.94,0.193,120,2,122,0,No,yes,Is a parking present?,3.44,3.44,9.36,55.5,0.94,0.0078,0.4688,0.0077,5580,2027,529,121,0.0037,0,0.000,0
841,Qwen2.5-VL-3B,,117.10,72.84,189.94,0.205,123,2,125,1,Yes,yes,Are there more residential buildings than roads?,3.86,3.88,10.10,56.1,2.02,0.0165,1.0121,0.0162,5580,2027,529,124,0.0038,0,0.000,0
842,Qwen2.5-VL-3B,,117.12,72.86,189.99,0.205,123,2,125,0,0,25,What is the number of parkings?,3.60,3.64,9.71,56.0,1.95,0.0158,0.9734,0.0156,5580,2027,529,124,0.0038,0,0.000,0
843,Qwen2.5-VL-3B,,118.51,72.94,191.44,0.206,128,2,130,0,Yes,no,Are there more farmlands than commercial buildings in the image?,3.45,3.56,9.40,56.1,1.88,0.0147,0.9395,0.0145,5580,2027,529,129,0.0039,0,0.000,0
844,Qwen2.5-VL-3B,,106.69,72.83,179.52,0.194,123,2,125,0,Yes,no,Are there less residential buildings than roads?,3.40,3.48,9.36,55.9,0.94,0.0076,0.4688,0.0075,5580,2027,529,124,0.0038,0,0.000,0
845,Qwen2.5-VL-3B,,116.88,72.87,189.75,0.205,122,2,124,1,Yes,yes,Is a circular grass area present?,3.82,3.84,10.09,56.0,2.02,0.0166,1.0101,0.0163,5580,2027,529,123,0.0038,0,0.000,0
846,Qwen2.5-VL-3B,,117.40,72.88,190.28,0.205,124,2,126,1,No,no,Are there more water areas than residential buildings?,3.60,3.64,9.65,55.8,1.93,0.0156,0.9674,0.0154,5580,2027,529,125,0.0038,0,0.000,0
847,Qwen2.5-VL-3B,,116.87,72.97,189.84,0.204,122,2,124,1,Yes,yes,Is a small residential building present?,3.48,3.52,9.52,55.8,1.91,0.0156,0.9544,0.0154,5581,2026,529,123,0.0038,0,0.000,0
848,Qwen2.5-VL-3B,,117.51,72.90,190.40,0.205,124,2,126,0,No,yes,Are there less wetlands than water areas?,3.43,3.48,9.43,55.8,1.89,0.0153,0.9455,0.0150,5581,2026,529,125,0.0038,0,0.000,0
849,Qwen2.5-VL-3B,,117.10,72.92,190.02,0.205,125,2,127,0,No,yes,Are there more water areas than square residential buildings?,3.40,3.44,9.38,55.7,1.88,0.0150,0.9405,0.0148,5581,2026,529,126,0.0038,0,0.000,0
850,Qwen2.5-VL-3B,,106.72,72.90,179.62,0.194,124,2,126,1,No,no,Are there more square roads than residential buildings?,3.36,3.44,9.32,55.8,0.93,0.0075,0.4668,0.0074,5581,2026,529,125,0.0038,0,0.000,0
851,Qwen2.5-VL-3B,,106.69,72.93,179.62,0.194,123,2,125,1,No,no,Are there less roads than grass areas?,3.76,3.76,10.06,56.3,1.01,0.0082,0.5036,0.0081,5581,2026,529,124,0.0038,0,0.000,0
852,Qwen2.5-VL-3B,,118.79,72.86,191.65,0.206,129,2,131,1,No,no,Is the number of circular residential buildings equal to the number of roads?,4.15,4.30,10.54,56.3,2.10,0.0163,1.0509,0.0160,5581,2026,529,130,0.0040,0,0.000,0
853,Qwen2.5-VL-3B,,106.72,72.96,179.68,0.194,122,2,124,1,Yes,yes,Is there a rectangular water area?,3.74,3.76,9.82,56.1,0.98,0.0081,0.4916,0.0079,5581,2026,529,123,0.0038,0,0.000,0
854,Qwen2.5-VL-3B,,134.14,72.94,207.08,0.222,133,2,135,0,2,1,How many small place of worships on the left of a  commercial building are there?,4.10,4.22,10.33,56.3,2.06,0.0155,1.0304,0.0153,5581,2026,529,134,0.0041,0,0.000,0
855,Qwen2.5-VL-3B,,117.11,72.86,189.97,0.205,123,2,125,1,Yes,yes,Are there more buildings than parkings?,3.95,4.15,10.08,56.2,2.01,0.0163,1.0040,0.0161,5581,2026,529,124,0.0038,0,0.000,0
856,Qwen2.5-VL-3B,,106.69,72.93,179.62,0.194,124,2,126,1,Yes,yes,Are there more commercial buildings than parkings?,3.64,3.64,9.60,55.8,0.96,0.0078,0.4807,0.0076,5581,2026,529,125,0.0038,0,0.000,0
857,Qwen2.5-VL-3B,,117.10,144.44,261.54,0.277,123,3,126,0,10,6,What is the number of orchards?,4.07,4.23,10.28,56.2,2.05,0.0167,0.6834,0.0163,5581,2026,529,126,0.0038,0,0.000,0
858,Qwen2.5-VL-3B,,116.88,72.89,189.77,0.205,122,2,124,0,1,0,How many large roads are there?,4.27,4.34,10.72,56.2,2.13,0.0175,1.0670,0.0172,5581,2026,529,123,0.0038,0,0.000,0
859,Qwen2.5-VL-3B,,117.13,72.91,190.04,0.205,123,2,125,1,Yes,yes,Are there more roads than water areas?,3.89,4.07,10.11,56.3,2.01,0.0164,1.0067,0.0161,5581,2026,529,124,0.0038,0,0.000,0
860,Qwen2.5-VL-3B,,118.54,72.92,191.46,0.206,128,2,130,1,No,no,Is the number of buildings equal to the number of square roads?,3.69,3.88,9.83,56.3,1.96,0.0153,0.9783,0.0151,5581,2026,529,129,0.0039,0,0.000,0
861,Qwen2.5-VL-3B,,117.43,72.94,190.37,0.205,125,2,127,0,No,yes,Is there a circular residential building in the image?,3.60,3.84,9.67,56.2,1.93,0.0154,0.9635,0.0152,5581,2026,529,126,0.0038,0,0.000,0
862,Qwen2.5-VL-3B,,117.48,72.86,190.34,0.205,124,2,126,0,1,12,What is the amount of medium parkings?,3.56,3.80,9.58,56.2,1.91,0.0154,0.9535,0.0151,5581,2026,529,125,0.0038,0,0.000,0
863,Qwen2.5-VL-3B,,118.54,72.89,191.43,0.206,128,2,130,1,No,no,Is the number of roads equal to the number of residential buildings?,3.56,3.84,9.55,56.2,1.90,0.0149,0.9515,0.0146,5581,2026,529,129,0.0039,0,0.000,0
864,Qwen2.5-VL-3B,,116.90,72.84,189.75,0.205,122,2,124,0,1,39,How many large forests are there?,3.56,3.80,9.50,56.2,1.89,0.0155,0.9456,0.0153,5581,2026,529,123,0.0038,0,0.000,0
865,Qwen2.5-VL-3B,,118.52,72.79,191.32,0.206,128,2,130,1,No,no,Is the number of commercial buildings equal to the number of forests?,3.53,3.76,9.51,56.2,1.89,0.0148,0.9465,0.0146,5581,2026,529,129,0.0039,0,0.000,0
866,Qwen2.5-VL-3B,,117.41,72.76,190.17,0.205,128,2,130,1,No,no,Is the number of buildings equal to the number of grass areas?,3.53,3.80,9.54,56.0,1.90,0.0148,0.9495,0.0146,5581,2026,529,129,0.0039,0,0.000,0
867,Qwen2.5-VL-3B,,106.68,72.81,179.50,0.194,122,2,124,1,Yes,yes,Is a large residential building present?,3.40,3.40,9.32,55.8,0.93,0.0077,0.4668,0.0075,5581,2026,529,123,0.0038,0,0.000,0
868,Qwen2.5-VL-3B,,116.80,72.91,189.71,0.204,122,2,124,0,Yes,no,Are there more forests than roads?,3.90,4.11,10.15,56.1,2.03,0.0166,1.0127,0.0163,5581,2026,529,123,0.0038,0,0.000,0
869,Qwen2.5-VL-3B,,117.35,212.60,329.95,0.345,124,4,128,0,100,104,What is the amount of small commercial buildings?,3.87,4.26,10.09,56.6,3.01,0.0243,0.7536,0.0236,5581,2026,529,129,0.0039,0,0.000,0
870,Qwen2.5-VL-3B,,117.18,72.84,190.03,0.204,123,2,125,1,No,no,Are there less roads than water areas?,4.14,4.27,10.59,56.5,2.11,0.0171,1.0540,0.0169,5581,2026,529,124,0.0038,0,0.000,0
871,Qwen2.5-VL-3B,,118.28,72.90,191.18,0.206,127,2,129,1,No,no,Is the number of forests equal to the number of buildings?,3.82,4.03,10.07,56.4,2.01,0.0158,1.0038,0.0156,5581,2026,529,128,0.0039,0,0.000,0
872,Qwen2.5-VL-3B,,117.12,72.91,190.03,0.205,123,2,125,0,Yes,no,Are there more commercial buildings than roads?,3.69,3.92,9.80,56.1,1.95,0.0159,0.9764,0.0156,5581,2026,529,124,0.0038,0,0.000,0
