question_id,latency_sec,correct,model_response,ground_truth,question_text,avg_cpu_gpu_cv_w,max_cpu_gpu_cv_w,integrated_cpu_gpu_cv_w,avg_vdd_soc_w,max_vdd_soc_w,integrated_vdd_soc_w,avg_vdd_in_w,max_vdd_in_w,integrated_vdd_in_w,max_gpu_temp_c
619,16.113,0,1000,0,What is the amount of square commercial buildings?,0.94,1.95,0.92,1.73,2.19,1.72,6.11,8.13,6.07,49.9
620,12.936,0,No,yes,Is a commercial building present?,0.90,1.95,0.90,1.70,2.03,1.70,6.03,7.88,6.03,49.8
621,12.495,1,No,no,Is there a circular commercial building?,0.91,1.95,0.90,1.70,2.03,1.70,6.02,7.64,6.01,49.9
622,12.286,1,No,no,Is there a square residential building?,0.96,2.07,0.95,1.70,2.03,1.70,6.09,7.76,6.09,49.9
623,11.957,0,1,25,How many medium forests are there in the image?,0.93,1.95,0.93,1.68,2.03,1.69,6.00,7.68,6.02,49.9
624,14.297,1,No,no,Is the number of square water areas equal to the number of commercial buildings?,0.88,1.95,0.91,1.70,2.03,1.71,5.99,7.72,6.04,49.8
625,9.452,0,No,yes,Is there a building?,1.06,1.99,1.06,1.74,2.03,1.74,6.28,7.64,6.29,49.9
626,10.463,0,0,1,What is the amount of medium residential buildings?,1.01,1.99,1.00,1.73,2.03,1.73,6.19,7.56,6.17,49.8
627,14.198,1,Yes,yes,Is there a nature reserve?,0.86,1.95,0.85,1.70,2.03,1.69,5.96,7.84,5.95,49.9
628,13.097,1,No,no,Are there more buildings than roads?,0.89,1.99,0.89,1.70,2.03,1.70,6.01,7.72,6.01,49.9
629,14.926,1,No,no,Is the number of large roads equal to the number of forests?,0.85,2.11,0.85,1.69,2.03,1.69,5.95,7.74,5.95,49.9
630,10.628,0,Yes,no,Are there less water areas than residential buildings?,1.00,1.95,0.99,1.73,2.03,1.73,6.18,7.60,6.17,49.9
631,14.492,0,3,41,What is the amount of grass areas?,0.86,1.95,0.85,1.68,2.03,1.68,5.95,7.68,5.94,49.9
632,12.241,0,2,7,What is the amount of square water areas?,0.93,1.95,0.93,1.68,2.03,1.69,5.99,7.84,6.00,49.9
633,10.512,0,Yes,no,Are there more residential buildings than roads?,1.01,1.95,0.97,1.73,2.03,1.72,6.18,7.76,6.11,49.9
634,10.339,1,No,no,Is the number of residential buildings equal to the number of roads in the image?,1.04,1.99,1.04,1.73,2.03,1.73,6.25,7.72,6.24,49.9
635,9.853,1,Yes,yes,Is a rectangular water area present?,1.03,1.95,1.03,1.73,2.03,1.73,6.22,7.56,6.22,49.9
636,11.175,1,No,no,Is the number of buildings equal to the number of water areas?,1.01,1.95,0.99,1.73,2.03,1.73,6.22,7.76,6.20,49.8
637,12.541,0,0,1,What is the number of circular forests in the image?,1.01,1.95,1.01,1.71,2.07,1.71,6.19,7.92,6.19,49.9
638,9.871,1,No,no,Is the number of commercial buildings equal to the number of water areas in the image?,1.02,1.99,1.03,1.73,2.03,1.73,6.21,7.68,6.23,50.0
639,11.336,0,10,13,What is the amount of small residential buildings?,1.02,1.95,1.01,1.74,2.11,1.74,6.23,8.08,6.21,50.0
640,15.481,1,Yes,yes,Are there less residential buildings than roads?,0.86,2.19,0.85,1.68,1.99,1.68,5.95,7.78,5.95,49.9
641,14.626,0,No,yes,Is a medium building present?,0.84,1.99,0.83,1.69,2.03,1.69,5.92,7.56,5.91,49.9
642,11.798,0,2,175,How many roads at the bottom of a  residential building are there?,0.94,1.99,0.94,1.71,2.03,1.71,6.11,7.78,6.11,49.9
643,13.846,0,Yes,no,Are there less residential buildings than heaths?,0.88,1.95,0.87,1.70,2.03,1.70,5.99,7.56,5.96,49.9
644,14.199,1,No,no,Are there more buildings next to a  road than buildings?,0.90,1.95,0.88,1.70,2.03,1.70,6.01,7.80,5.99,49.8
645,11.394,0,No,yes,Are there more roads than buildings?,0.97,1.95,0.96,1.72,2.03,1.72,6.15,7.68,6.14,49.9
646,10.430,0,No,yes,Is a medium commercial building present?,1.01,1.91,1.01,1.71,2.03,1.72,6.16,7.60,6.19,49.9
647,12.344,0,0,15,What is the number of residential buildings at the bottom of a  road?,0.96,1.87,0.95,1.72,2.03,1.72,6.12,7.44,6.10,49.9
648,16.902,0,Yes,no,Are there less forests than residential buildings?,0.80,1.99,0.80,1.68,2.03,1.68,5.86,7.92,5.86,49.8
649,15.208,1,No,no,Is the number of forests equal to the number of commercial buildings?,0.82,1.99,0.82,1.68,2.03,1.68,5.90,7.72,5.89,49.9
650,18.313,0,1,93,What is the amount of large forests?,0.79,2.15,0.79,1.67,2.03,1.67,5.84,7.84,5.85,49.8
651,14.553,1,Yes,yes,Are there more forests than commercial buildings?,0.90,2.15,0.90,1.69,2.03,1.69,5.96,7.80,5.97,49.9
652,10.451,0,5,1,How many square forests are there in the image?,1.00,1.95,1.00,1.73,2.03,1.73,6.22,7.72,6.22,49.8
653,10.079,0,No,yes,Is there a building on the right of a  road?,1.08,2.03,1.07,1.75,2.03,1.75,6.32,7.76,6.31,49.9
654,11.580,1,No,no,Is the number of commercial buildings equal to the number of roads?,0.97,1.83,0.96,1.71,2.03,1.71,6.13,7.80,6.12,49.8
655,12.556,0,0,15,What is the amount of residential buildings at the top of a  water area?,0.90,2.03,0.90,1.70,2.03,1.70,6.02,7.64,6.02,50.0
656,17.884,1,No,no,Is the number of water areas equal to the number of buildings?,0.77,2.03,0.77,1.67,2.03,1.67,5.80,7.60,5.79,49.9
657,12.196,1,No,no,Is a circular road present in the image?,0.99,2.11,0.98,1.72,2.03,1.71,6.16,7.72,6.14,49.9
658,16.494,0,10,14,What is the amount of heaths?,0.81,1.95,0.81,1.69,2.07,1.68,5.87,7.80,5.87,49.8
659,19.782,1,No,no,Is the number of grass areas equal to the number of residential buildings?,0.75,1.95,0.75,1.67,2.03,1.67,5.76,7.76,5.76,49.8
660,12.370,1,No,no,Is the number of commercial buildings equal to the number of forests?,0.89,1.95,0.89,1.70,2.03,1.70,5.99,7.72,5.98,49.8
661,11.209,0,5,13,What is the number of farmlands?,0.95,1.99,0.94,1.71,2.03,1.71,6.11,7.72,6.09,49.8
662,13.013,1,No,no,Are there more commercial buildings than water areas?,0.89,1.95,0.88,1.70,1.99,1.70,5.99,7.48,5.99,49.8
663,11.737,1,Yes,yes,Are there less grass areas than roads in the image?,0.93,1.95,0.94,1.71,2.03,1.71,6.09,7.80,6.10,49.8
664,12.278,1,Yes,yes,Are there less commercial buildings than forests in the image?,0.95,1.95,0.95,1.70,2.03,1.70,6.07,7.68,6.07,49.9
665,11.700,0,3,0,How many rectangular nature reserves are there?,0.94,1.91,0.93,1.71,2.03,1.71,6.07,7.48,6.06,49.9
666,13.447,0,Yes,no,Are there less roads than water areas?,0.89,1.95,0.89,1.70,2.03,1.70,6.01,7.68,6.01,49.8
667,10.951,0,0,1,How many industrials are there?,0.99,1.95,0.98,1.73,2.03,1.73,6.19,7.80,6.17,49.9
668,10.561,1,Yes,yes,Is there a small forest?,1.00,1.99,0.99,1.73,2.03,1.73,6.20,7.72,6.19,49.9
669,11.128,0,2,14,What is the number of buildings next to a  water area?,0.98,1.99,0.98,1.72,2.03,1.72,6.16,7.76,6.15,49.8
670,9.278,0,0,3,What is the number of parkings?,1.02,1.95,1.02,1.74,2.03,1.74,6.19,7.60,6.18,50.1
671,18.737,0,3,0,What is the amount of rectangular roads?,0.76,1.95,0.76,1.66,2.07,1.66,5.76,7.80,5.76,49.9
672,12.144,0,Yes,no,Is a medium road present?,0.92,1.95,0.92,1.71,2.03,1.71,6.05,7.76,6.04,50.0
673,16.166,1,Yes,yes,Is a farmland present?,0.82,1.95,0.82,1.68,1.99,1.68,5.88,7.72,5.89,49.8
674,9.857,1,Yes,yes,Is a heath next to a  commercial building present?,1.05,1.99,1.06,1.74,2.03,1.74,6.26,7.64,6.27,49.9
675,15.153,1,Yes,yes,Are there more water areas than commercial buildings?,0.85,1.99,0.84,1.69,1.99,1.69,5.95,7.52,5.93,49.8
676,11.956,1,No,no,Are there more residential buildings than forests?,0.93,1.95,0.93,1.71,2.03,1.71,6.06,7.58,6.05,49.8
677,10.543,1,Yes,yes,Is there a small water area?,0.99,1.95,0.99,1.71,2.03,1.72,6.10,7.56,6.13,49.9
678,12.176,0,No,yes,Are there less commercial buildings than grass areas?,0.95,2.15,0.95,1.70,2.03,1.71,6.11,7.76,6.11,49.8
679,12.065,1,No,no,Is the number of roads equal to the number of small residential buildings?,0.94,1.99,0.94,1.71,1.99,1.71,6.10,7.64,6.09,49.8
680,14.255,1,Yes,yes,Are there less buildings than water areas?,0.87,1.95,0.87,1.69,2.03,1.69,5.97,7.68,5.97,49.9
681,12.230,1,No,no,Is there a circular residential building in the image?,0.97,2.07,0.96,1.71,2.03,1.71,6.14,7.72,6.13,49.9
682,13.695,1,Yes,yes,Are there more roads than water areas?,0.88,1.95,0.88,1.70,1.99,1.70,6.03,7.64,6.03,49.9
683,11.951,0,0,2,What is the number of medium commercial buildings?,0.98,1.99,0.95,1.72,2.03,1.71,6.14,7.72,6.10,49.9
684,11.962,1,Yes,yes,Is a road on the right of a  water area present?,0.94,1.91,0.93,1.71,2.03,1.71,6.10,7.80,6.10,50.0
685,12.950,0,No,yes,Is a rectangular building present?,0.91,1.95,0.91,1.70,1.99,1.70,6.03,7.72,6.02,49.9
686,16.308,1,Yes,yes,Are there more forests than residential buildings?,0.79,1.99,0.80,1.68,2.03,1.68,5.86,7.84,5.87,49.8
687,11.979,0,Yes,no,Are there less roads than residential buildings?,0.98,1.95,0.94,1.72,2.03,1.71,6.13,7.76,6.06,49.9
688,16.573,1,No,no,Is the number of residential buildings equal to the number of parkings?,0.83,1.95,0.81,1.68,2.03,1.67,5.89,7.60,5.87,49.9
689,14.729,0,No,yes,Is there a water area at the top of a  residential building?,0.84,1.95,0.84,1.68,1.99,1.68,5.90,7.44,5.90,49.9
690,16.971,0,No,yes,Are there less residential buildings than grass areas?,0.79,1.99,0.79,1.67,2.03,1.67,5.84,7.72,5.85,49.7
691,11.510,1,Yes,yes,Are there less water areas than forests?,0.97,1.95,0.97,1.72,2.03,1.72,6.16,7.56,6.15,49.8
692,14.963,1,No,no,Is the number of commercial buildings equal to the number of rectangular roads?,0.86,1.95,0.85,1.68,1.99,1.68,5.94,7.44,5.93,49.8
693,19.982,1,No,no,Are there less rectangular forests than water areas?,0.72,1.95,0.72,1.66,1.99,1.66,5.72,7.48,5.71,49.8
694,10.988,0,No,yes,Is there a large water area?,0.96,1.95,0.96,1.71,2.03,1.71,6.11,7.54,6.11,49.8
695,11.399,1,Yes,yes,Are there more water areas than large roads?,0.93,1.95,0.93,1.71,2.03,1.71,6.07,7.68,6.06,49.9
696,15.384,1,No,no,Are there more circular commercial buildings than commercial buildings?,0.84,1.91,0.84,1.69,1.99,1.69,5.94,7.60,5.94,49.9
697,11.872,0,Yes,no,Is there a rectangular road?,0.98,1.95,0.98,1.72,2.03,1.73,6.15,7.68,6.17,49.9
698,11.009,1,No,no,Is the number of water areas equal to the number of roads?,1.00,1.95,1.00,1.71,2.07,1.72,6.11,7.68,6.13,49.9
699,11.849,0,Yes,no,Are there less forests than commercial buildings?,0.91,1.91,0.94,1.71,2.03,1.71,6.06,7.62,6.10,49.8
700,11.761,1,Rural,rural,Is it a rural or an urban area,1.00,1.99,1.00,1.73,2.03,1.73,6.22,7.76,6.22,49.9
701,16.985,1,No,no,Are there more large residential buildings than commercial buildings?,0.78,1.95,0.78,1.67,1.99,1.67,5.84,7.68,5.84,49.9
702,14.969,0,No,yes,Is a commercial building present?,0.82,1.95,0.82,1.67,1.99,1.67,5.86,7.48,5.88,49.8
703,15.067,0,2,193,What is the amount of roads?,0.81,1.95,0.81,1.68,2.07,1.68,5.86,7.80,5.86,49.8
704,14.837,1,Yes,yes,Is a building present in the image?,0.88,2.11,0.85,1.69,2.03,1.69,6.02,7.78,5.96,49.8
705,14.018,0,2,19,How many orchards are there in the image?,0.95,1.99,0.93,1.71,2.03,1.70,6.09,7.64,6.05,49.9
706,12.171,0,10,80,What is the amount of grass areas?,0.96,1.99,0.96,1.72,2.07,1.72,6.12,7.68,6.11,49.8
707,12.134,0,1,14,What is the number of water areas?,0.93,1.95,0.93,1.71,2.03,1.71,6.08,7.68,6.08,49.9
708,13.022,1,Yes,yes,Is a grass area present?,0.88,1.99,0.88,1.70,1.99,1.70,6.02,7.66,6.01,49.9
709,9.687,1,Yes,yes,Is a water area present?,1.03,1.95,1.02,1.74,2.03,1.73,6.25,7.68,6.23,50.0
710,15.726,1,Yes,yes,Is a road present?,0.85,1.99,0.84,1.67,2.03,1.67,5.87,7.64,5.88,49.8
711,14.521,1,Yes,yes,Is there a medium building?,0.89,1.95,0.88,1.70,2.03,1.70,6.00,7.56,5.98,50.0
712,13.143,0,10,0,How many square roads are there?,1.00,1.95,0.94,1.74,2.03,1.72,6.20,7.72,6.12,49.9
713,15.167,1,Yes,yes,Is there a residential building?,0.82,1.99,0.82,1.68,2.03,1.68,5.89,7.60,5.89,49.8
714,11.532,0,1,88,What is the number of forests?,0.90,1.83,0.91,1.61,2.03,1.62,5.74,7.40,5.77,49.8
715,13.634,0,0,1,How many commercial buildings are there?,0.87,1.95,0.87,1.68,2.03,1.68,5.93,7.60,5.95,49.8
716,11.575,1,Yes.,yes,Is there a large water area?,1.00,1.95,0.99,1.73,2.07,1.73,6.18,7.66,6.17,49.8
717,11.239,1,No,no,Is a circular building present in the image?,0.99,1.95,0.98,1.73,2.03,1.72,6.15,7.46,6.13,49.8
718,12.064,0,10,331,What is the number of residential buildings?,1.01,1.95,1.01,1.74,2.03,1.74,6.29,7.88,6.29,49.9
719,15.782,1,No,no,Is the number of residential buildings equal to the number of roads?,0.85,1.95,0.86,1.68,2.03,1.69,5.92,7.48,5.94,50.0
720,11.719,1,No,no,Is there a circular commercial building?,0.98,1.99,0.94,1.72,2.03,1.71,6.14,7.72,6.09,49.9
721,14.776,0,100,36,What is the amount of farmlands?,0.91,2.03,0.90,1.72,2.15,1.71,6.08,8.05,6.04,50.1
722,14.611,0,3,12,What is the amount of small water areas?,0.83,1.95,0.83,1.69,2.03,1.69,5.90,7.68,5.90,49.9
723,14.042,0,10,334,What is the number of buildings in the image?,0.92,1.99,0.91,1.70,2.03,1.70,6.03,7.64,6.04,49.8
724,13.016,0,2,1,What is the number of medium water areas?,0.82,2.03,0.83,1.66,2.03,1.67,5.84,7.88,5.86,49.9
725,11.486,0,4,31,What is the number of small forests?,0.96,1.91,0.95,1.72,2.03,1.71,6.13,7.68,6.12,49.9
726,14.315,1,Yes,yes,Is a forest present?,0.86,1.99,0.85,1.69,1.99,1.69,5.97,7.56,5.95,50.1
727,14.822,1,Yes,yes,Is there a rectangular building?,0.85,1.95,0.85,1.69,2.03,1.69,5.94,7.52,5.92,49.9
728,11.705,1,Yes,yes,Are there more water areas than commercial buildings?,0.96,1.99,0.95,1.72,2.03,1.72,6.12,7.56,6.11,49.9
729,9.041,1,1,1,What is the amount of large water areas?,1.06,1.99,1.06,1.69,2.03,1.70,6.08,7.56,6.12,50.1
730,14.958,1,Yes,yes,Are there more residential buildings than roads in the image?,0.88,1.99,0.86,1.70,2.03,1.69,6.00,7.68,5.97,49.9
731,10.697,0,Yes,no,Are there more grass areas than buildings in the image?,1.00,1.95,1.00,1.73,2.03,1.73,6.17,7.64,6.19,49.8
732,11.224,0,Yes,no,Are there more large roads than forests?,0.96,1.95,0.96,1.72,1.99,1.72,6.11,7.36,6.11,49.9
733,15.323,1,No,no,Is the number of residential buildings equal to the number of water areas?,0.82,1.99,0.81,1.68,1.99,1.68,5.88,7.64,5.87,49.9
734,13.678,1,No,no,Are there less residential buildings than water areas?,0.86,1.95,0.86,1.70,1.99,1.70,5.98,7.56,5.98,49.8
735,13.689,1,No,no,Is the number of commercial buildings equal to the number of roads?,0.90,1.99,0.90,1.70,1.99,1.69,6.02,7.60,6.01,50.0
736,13.335,1,Yes,yes,Is a orchard present?,0.89,1.95,0.87,1.64,2.03,1.63,5.80,7.64,5.77,50.0
737,15.304,1,Yes,yes,Is there a small residential building?,0.88,1.99,0.87,1.68,2.03,1.69,5.99,7.88,6.00,49.8
738,15.852,1,0,0,What is the number of circular buildings?,0.82,1.95,0.82,1.68,1.99,1.68,5.89,7.68,5.89,49.8
739,11.233,0,12,4,What is the number of rectangular water areas?,1.05,2.03,1.05,1.75,2.03,1.75,6.29,8.04,6.29,49.9
740,13.708,0,0,1,What is the amount of medium residential buildings?,0.89,1.95,0.89,1.70,2.03,1.70,6.01,7.76,6.00,50.0
741,16.525,1,No,no,Is the number of forests equal to the number of residential buildings in the image?,0.79,1.95,0.78,1.67,2.03,1.67,5.84,7.60,5.83,50.0
742,12.365,1,Yes,yes,Is a farmland present?,0.93,1.99,0.92,1.71,2.03,1.71,6.07,7.56,6.06,50.0
743,13.064,1,No,no,Is the number of residential buildings equal to the number of circular grass areas?,0.91,1.95,0.91,1.70,2.03,1.70,6.06,7.76,6.06,49.8
744,14.367,0,10,330,How many small residential buildings are there in the image?,0.87,1.95,0.87,1.70,2.11,1.70,5.97,7.84,5.96,49.9
745,10.642,1,No,no,Is the number of residential buildings equal to the number of orchards?,1.00,1.99,1.00,1.73,2.03,1.73,6.20,7.60,6.20,49.8
746,13.724,1,Yes,yes,Is there a water area next to a  forest?,0.94,2.03,0.94,1.70,2.03,1.70,6.11,7.68,6.10,49.8
747,12.225,0,10,193,What is the number of small roads?,0.95,1.95,0.95,1.73,2.03,1.72,6.13,7.80,6.12,49.9
748,10.089,1,0,0,What is the amount of medium roads?,1.05,1.95,1.04,1.74,2.03,1.74,6.28,7.84,6.27,50.1
749,14.148,0,No,yes,Are there less water areas than residential buildings?,0.89,1.95,0.88,1.70,2.03,1.70,5.99,7.52,5.98,50.1
750,11.272,0,0,3,How many circular water areas are there in the image?,0.95,1.95,0.94,1.71,2.07,1.71,6.07,7.76,6.07,49.9
751,10.879,0,1,9,What is the amount of residential areas?,0.99,1.99,0.99,1.73,2.03,1.73,6.21,7.68,6.22,49.9
752,12.687,1,Yes,yes,Is there a medium water area?,0.97,1.91,0.91,1.72,2.03,1.71,6.15,7.56,6.05,49.9
753,10.391,0,No,yes,Are there less water areas than rectangular buildings?,1.02,1.95,1.01,1.72,2.03,1.72,6.19,7.72,6.18,49.9
754,13.935,1,No,no,Is there a large building?,0.89,1.95,0.88,1.70,2.03,1.70,6.00,7.84,5.97,49.9
755,11.518,0,Yes,no,Are there more large forests than buildings?,0.95,2.03,0.95,1.71,1.99,1.71,6.10,7.56,6.10,49.9
756,11.027,0,No,yes,Are there less forests than roads?,0.97,1.99,0.97,1.72,2.03,1.72,6.13,7.76,6.13,50.0
757,13.495,1,Yes,yes,Are there more rectangular buildings than forests?,0.87,1.95,0.87,1.69,1.99,1.69,5.95,7.44,5.95,50.0
758,17.588,1,No,no,Is the number of water areas equal to the number of residential buildings?,0.79,1.91,0.79,1.68,2.03,1.68,5.85,7.60,5.84,49.9
759,13.933,0,No,yes,Are there less roads than residential buildings?,0.85,1.99,0.85,1.69,2.03,1.69,5.96,7.68,5.96,49.9
760,18.361,0,10,14,What is the amount of rectangular forests?,0.82,1.95,0.82,1.68,2.03,1.68,5.90,7.58,5.89,49.9
761,8.831,0,No,yes,Is a commercial building next to a  water area present?,1.11,1.95,1.11,1.75,2.03,1.75,6.35,7.68,6.35,49.9
762,8.719,1,0,0,What is the amount of large buildings?,1.08,1.99,1.08,1.75,2.03,1.75,6.28,7.60,6.28,50.1
763,16.792,0,No,yes,Is there a medium residential building in the image?,0.81,2.07,0.81,1.68,1.99,1.68,5.88,7.80,5.87,50.0
764,10.419,1,No,no,Is there a circular grass area?,1.01,1.99,1.01,1.73,2.03,1.73,6.19,7.60,6.18,49.9
765,16.585,1,No,no,Is the number of roads equal to the number of water areas?,0.86,2.03,0.82,1.69,2.03,1.69,5.96,7.72,5.91,49.9
766,13.280,0,0,1,What is the number of commercial buildings at the bottom of a  water area?,0.90,1.95,0.89,1.70,2.03,1.70,6.00,7.60,5.99,49.9
767,10.803,1,Yes,yes,Is a small forest present?,0.98,2.03,0.98,1.72,2.03,1.72,6.13,7.72,6.13,50.0
768,11.707,1,0,0,How many medium commercial buildings are there?,0.95,1.99,0.95,1.72,2.03,1.72,6.11,7.72,6.11,50.0
769,14.112,1,1,1,How many medium buildings are there?,0.89,1.95,0.89,1.69,2.03,1.69,5.99,7.60,5.99,50.0
770,12.936,1,No,no,Is the number of residential buildings equal to the number of forests?,0.92,2.03,0.92,1.70,2.03,1.70,6.06,7.64,6.06,50.0
771,12.456,1,0,0,How many circular commercial buildings are there?,0.90,1.95,0.90,1.71,2.03,1.71,6.04,7.60,6.04,50.0
772,15.338,0,No,yes,Are there less medium residential buildings than water areas?,0.81,1.95,0.80,1.67,2.03,1.67,5.84,7.64,5.85,50.1
773,11.512,1,Yes,yes,Are there less water areas than grass areas?,0.94,1.95,0.93,1.71,2.03,1.71,6.09,7.68,6.07,50.1
774,14.733,0,1,0,What is the number of circular roads?,0.88,1.99,0.88,1.69,1.99,1.69,5.98,7.64,5.98,49.9
775,13.058,1,No,no,Is there a large road in the image?,0.90,1.91,0.90,1.71,2.03,1.71,6.05,7.88,6.04,50.0
776,15.350,1,Yes,yes,Is a square water area present?,0.82,1.91,0.81,1.68,2.03,1.68,5.90,7.60,5.90,49.8
777,12.900,1,No,no,Are there more water areas than forests in the image?,0.90,1.99,0.91,1.70,2.03,1.70,6.01,7.60,6.03,50.1
778,11.099,1,No,no,Is the number of farmlands equal to the number of commercial buildings in the image?,0.96,1.95,0.96,1.71,2.03,1.71,6.14,7.68,6.13,50.0
779,15.005,0,2,1,What is the number of small commercial buildings?,0.82,1.99,0.82,1.68,2.03,1.68,5.89,7.84,5.88,49.9
780,16.903,0,No,yes,Are there less commercial buildings than farmlands?,0.79,1.95,0.79,1.66,2.03,1.67,5.81,7.72,5.82,49.8
781,15.137,1,No,no,Are there less orchards than commercial buildings?,0.84,1.95,0.84,1.68,2.03,1.68,5.93,7.66,5.93,49.9
782,12.967,1,No,no,Is the number of water areas equal to the number of buildings?,0.93,1.95,0.92,1.71,2.03,1.71,6.07,7.56,6.05,49.8
783,13.421,0,No,yes,Are there less grass areas than residential buildings?,0.87,1.95,0.87,1.70,2.03,1.70,5.95,7.76,5.94,49.8
784,15.930,0,10,0,What is the amount of square grass areas?,0.87,1.99,0.86,1.70,1.99,1.70,5.98,7.48,5.97,49.8
785,14.927,0,Yes,no,Is there a square commercial building?,0.84,1.95,0.83,1.69,1.99,1.69,5.92,7.52,5.91,49.8
786,14.978,1,No,no,Is the number of commercial buildings at the bottom of a  farmland equal to the number of water areas?,0.90,1.99,0.90,1.69,2.03,1.69,6.03,7.80,6.04,49.8
787,14.589,0,No,yes,Is a water area on the right of a  building present?,0.85,1.95,0.85,1.69,2.03,1.69,5.93,7.52,5.92,49.9
788,11.268,0,Yes,no,Is there a forest on the left of the  small commercial building?,1.00,1.95,0.98,1.73,2.03,1.72,6.17,7.72,6.14,50.0
789,11.034,0,Yes,no,Are there more farmlands than roads?,0.99,2.03,0.99,1.72,1.99,1.72,6.20,7.68,6.19,50.0
790,13.356,1,Yes,yes,Are there more forests than square buildings?,0.87,1.95,0.87,1.70,2.03,1.69,5.97,7.72,5.96,49.9
791,15.212,1,No,no,Is a square forest present?,0.90,1.91,0.86,1.70,1.99,1.69,6.02,7.60,5.93,49.9
792,15.740,1,No,no,Are there less roads than medium residential buildings?,0.83,1.87,0.83,1.68,2.03,1.68,5.93,7.68,5.92,49.8
793,14.284,1,Yes,yes,Is there a small road?,0.85,1.95,0.85,1.69,1.99,1.69,5.94,7.56,5.94,49.8
794,16.197,1,No,no,Are there more circular water areas than residential buildings?,0.79,1.95,0.79,1.68,2.03,1.68,5.84,7.64,5.84,49.8
795,14.276,0,No,yes,Is there a parking?,0.87,1.95,0.86,1.69,2.03,1.69,5.93,7.48,5.92,49.8
796,16.890,0,1,14,What is the amount of water areas at the bottom of a  road?,0.79,2.11,0.79,1.67,2.03,1.67,5.86,7.74,5.86,49.8
797,16.606,1,0,0,What is the number of square commercial buildings?,0.87,1.83,0.83,1.69,2.03,1.68,6.01,7.64,5.94,49.8
798,12.402,1,0,0,What is the number of large commercial buildings?,0.91,1.95,0.90,1.70,2.03,1.70,6.02,7.70,6.01,49.8
799,10.842,1,No,no,Are there less residential buildings than forests?,1.01,2.07,1.00,1.73,2.03,1.73,6.20,7.68,6.18,49.8
800,12.067,1,Urban,urban,Is it a rural or an urban area,0.95,2.19,0.96,1.70,2.03,1.71,6.08,7.97,6.12,49.8
801,15.641,1,Yes,yes,Is a commercial building present?,0.82,1.99,0.82,1.66,2.03,1.66,5.84,7.72,5.85,49.8
802,16.802,0,1,24,What is the amount of water areas?,0.80,1.99,0.79,1.67,2.03,1.67,5.85,7.80,5.85,49.7
803,13.875,1,Yes,yes,Is there a grass area?,0.86,1.99,0.87,1.70,2.03,1.70,5.94,7.56,5.95,49.9
804,10.428,0,100,3329,What is the number of buildings?,1.12,1.95,1.12,1.78,2.11,1.78,6.41,7.81,6.40,50.0
805,14.257,0,10,156,What is the amount of commercial buildings in the image?,0.92,2.03,0.91,1.71,2.03,1.71,6.07,7.76,6.05,49.9
806,11.831,0,No,yes,Is there a water area?,0.96,1.95,0.95,1.72,2.03,1.72,6.09,7.52,6.06,49.9
807,11.075,1,Yes,yes,Are there more buildings than water areas?,0.98,1.95,0.97,1.72,2.03,1.72,6.15,7.60,6.15,49.9
808,17.834,1,Yes,yes,Is there a road?,0.78,1.95,0.78,1.67,2.03,1.67,5.84,7.68,5.83,49.9
809,14.515,0,10,661,How many roads are there in the image?,0.89,1.99,0.88,1.71,2.03,1.71,6.02,7.56,6.01,49.8
810,16.007,1,Yes,yes,Are there more farmlands than water areas?,0.81,1.95,0.80,1.69,1.99,1.68,5.88,7.58,5.86,49.8
811,14.394,0,No,yes,Is a circular road present?,0.84,1.95,0.83,1.69,2.03,1.68,5.93,7.64,5.90,49.8
812,8.937,1,Yes,yes,Are there more residential buildings than forests?,1.08,1.95,1.08,1.75,2.03,1.75,6.29,7.52,6.29,49.9
813,16.099,1,Yes,yes,Is a residential building present?,0.80,1.95,0.79,1.68,2.03,1.68,5.86,7.64,5.85,49.8
814,11.523,0,10,237,How many grass areas are there?,1.01,1.95,1.02,1.73,2.07,1.74,6.23,7.66,6.23,49.8
815,12.709,1,Yes,yes,Is there a building?,0.89,1.95,0.88,1.70,2.03,1.70,6.04,7.60,6.02,49.8
816,11.491,0,10,37,What is the amount of medium commercial buildings?,1.07,1.99,1.04,1.75,2.03,1.74,6.32,7.76,6.27,49.9
817,11.827,1,Yes,yes,Is there a medium orchard?,0.92,1.95,0.92,1.71,2.03,1.71,6.06,7.72,6.07,49.9
818,18.587,0,Many,3088,How many residential buildings are there?,0.78,1.99,0.78,1.67,2.03,1.67,5.82,7.62,5.82,49.8
819,12.939,1,Yes,yes,Is a farmland present?,0.89,1.95,0.89,1.70,2.03,1.70,6.02,7.58,6.02,49.8
820,13.073,0,2,16,What is the amount of small water areas?,0.87,1.95,0.87,1.70,2.07,1.70,5.98,7.76,5.98,49.9
821,13.199,1,Yes,yes,Is a forest present?,0.90,1.95,0.89,1.70,2.03,1.70,6.02,7.84,6.01,49.8
822,13.374,1,Yes,yes,Is there a rectangular commercial building?,0.88,2.03,0.88,1.70,1.99,1.70,6.02,7.76,6.02,49.8
823,9.894,1,No,no,Is the number of roads equal to the number of buildings?,1.04,1.95,1.04,1.73,2.03,1.73,6.24,7.56,6.24,49.8
824,20.195,0,10,661,What is the amount of small roads?,0.76,1.95,0.76,1.67,2.03,1.67,5.81,7.72,5.81,49.8
