question_id,model_name,model_load_time_s,prefill_ms,decode_ms,prefill_plus_decode_ms,latency_sec,input_tokens,output_tokens,total_tokens,correct,model_response,ground_truth,question_text,avg_gpu_cv_w,max_gpu_cv_w,avg_power_in_w,max_gpu_temp_c,energy_total_j,energy_per_input_token_j,energy_per_output_token_j,energy_per_total_token_j,ram_used_mb,ram_free_mb,swap_used_mb,kv_cache_usage_ratio,kv_cache_tokens,prompt_cache_mb
755,Qwen2.5-VL-3B,,700.10,72.21,772.31,0.785,123,2,125,0,Yes,no,Are there more large forests than buildings?,5.23,5.52,12.07,59.5,8.45,0.0687,4.2242,0.0676,5544,2063,400,0.0000,0,0.00
756,Qwen2.5-VL-3B,,698.89,72.29,771.18,0.784,122,2,124,1,Yes,yes,Are there less forests than roads?,5.25,5.52,12.05,59.5,8.43,0.0691,4.2164,0.0680,5544,2063,400,0.0000,0,0.00
757,Qwen2.5-VL-3B,,699.45,72.52,771.97,0.785,123,2,125,0,No,yes,Are there more rectangular buildings than forests?,5.21,5.40,12.02,59.2,8.42,0.0685,4.2105,0.0674,5543,2064,400,0.0000,0,0.00
758,Qwen2.5-VL-3B,,712.17,72.18,784.35,0.798,129,2,131,1,No,no,Is the number of water areas equal to the number of residential buildings?,5.23,5.48,12.05,59.4,8.44,0.0654,4.2185,0.0644,5543,2064,400,0.0000,0,0.00
759,Qwen2.5-VL-3B,,700.57,72.25,772.82,0.786,123,2,125,1,Yes,yes,Are there less roads than residential buildings?,5.29,5.52,12.17,59.5,8.52,0.0693,4.2609,0.0682,5543,2064,400,0.0000,0,0.00
760,Qwen2.5-VL-3B,,699.19,278.19,977.38,0.991,123,5,128,0,1000,14,What is the amount of rectangular forests?,5.29,5.52,12.14,59.2,10.92,0.0888,2.1849,0.0853,5543,2064,400,0.0000,0,0.00
761,Qwen2.5-VL-3B,,711.96,72.19,784.16,0.797,127,2,129,0,No,yes,Is a commercial building next to a  water area present?,5.30,5.56,12.28,59.5,8.60,0.0677,4.2998,0.0667,5543,2064,400,0.0000,0,0.00
762,Qwen2.5-VL-3B,,699.77,72.58,772.35,0.785,123,2,125,1,0,0,What is the amount of large buildings?,5.31,5.56,12.14,59.1,8.51,0.0692,4.2529,0.0680,5544,2063,400,0.0000,0,0.00
763,Qwen2.5-VL-3B,,700.49,72.11,772.61,0.786,125,2,127,0,No,yes,Is there a medium residential building in the image?,5.27,5.56,12.09,59.3,8.47,0.0677,4.2340,0.0667,5544,2063,400,0.0000,0,0.00
764,Qwen2.5-VL-3B,,698.78,72.07,770.85,0.784,122,2,124,0,Yes,no,Is there a circular grass area?,5.24,5.52,12.05,59.2,8.43,0.0691,4.2166,0.0680,5544,2063,400,0.0000,0,0.00
765,Qwen2.5-VL-3B,,711.71,72.22,783.92,0.797,128,2,130,1,No,no,Is the number of roads equal to the number of water areas?,5.20,5.48,12.03,59.1,8.43,0.0658,4.2144,0.0648,5544,2063,400,0.0000,0,0.00
766,Qwen2.5-VL-3B,,713.21,72.23,785.44,0.799,131,2,133,0,0,1,What is the number of commercial buildings at the bottom of a  water area?,5.32,5.52,12.12,59.2,8.50,0.0649,4.2492,0.0639,5544,2063,400,0.0000,0,0.00
767,Qwen2.5-VL-3B,,699.47,72.62,772.09,0.785,121,2,123,1,Yes,yes,Is a small forest present?,5.34,5.56,12.16,59.2,8.52,0.0704,4.2587,0.0692,5544,2063,400,0.0000,0,0.00
768,Qwen2.5-VL-3B,,699.16,210.64,909.80,0.923,123,4,127,0,100,0,How many medium commercial buildings are there?,5.30,5.56,12.13,59.2,10.92,0.0888,2.7298,0.0860,5544,2063,400,0.0000,0,0.00
769,Qwen2.5-VL-3B,,698.85,143.05,841.90,0.855,122,3,125,0,10,1,How many medium buildings are there?,5.03,5.52,11.81,59.2,9.41,0.0772,3.1381,0.0753,5544,2063,400,0.0000,0,0.00
770,Qwen2.5-VL-3B,,711.50,72.44,783.95,0.797,128,2,130,1,No,no,Is the number of residential buildings equal to the number of forests?,5.09,5.40,11.89,59.2,8.31,0.0649,4.1530,0.0639,5544,2063,400,0.0000,0,0.00
771,Qwen2.5-VL-3B,,700.37,72.47,772.84,0.786,123,2,125,1,0,0,How many circular commercial buildings are there?,5.27,5.48,12.11,59.1,8.49,0.0690,4.2441,0.0679,5544,2063,400,0.0000,0,0.00
772,Qwen2.5-VL-3B,,700.93,72.59,773.53,0.787,125,2,127,1,Yes,yes,Are there less medium residential buildings than water areas?,5.24,5.52,12.09,59.2,8.46,0.0677,4.2322,0.0666,5544,2063,400,0.0000,0,0.00
773,Qwen2.5-VL-3B,,699.57,72.09,771.66,0.785,124,2,126,1,Yes,yes,Are there less water areas than grass areas?,5.25,5.48,12.12,59.3,8.48,0.0684,4.2410,0.0673,5544,2063,400,0.0000,0,0.00
774,Qwen2.5-VL-3B,,700.29,72.14,772.43,0.785,123,2,125,0,3,0,What is the number of circular roads?,5.24,5.44,12.07,59.1,8.46,0.0688,4.2283,0.0677,5544,2063,400,0.0000,0,0.00
775,Qwen2.5-VL-3B,,700.53,72.17,772.70,0.786,124,2,126,1,No,no,Is there a large road in the image?,5.27,5.52,12.04,59.2,8.43,0.0680,4.2153,0.0669,5544,2063,400,0.0000,0,0.00
776,Qwen2.5-VL-3B,,699.17,72.24,771.41,0.784,122,2,124,0,No,yes,Is a square water area present?,5.28,5.52,12.04,59.2,8.43,0.0691,4.2144,0.0680,5544,2063,400,0.0000,0,0.00
777,Qwen2.5-VL-3B,,711.40,72.64,784.04,0.797,126,2,128,0,Yes,no,Are there more water areas than forests in the image?,5.21,5.40,12.06,59.2,8.45,0.0670,4.2233,0.0660,5544,2063,400,0.0000,0,0.00
778,Qwen2.5-VL-3B,,714.08,72.39,786.47,0.800,133,2,135,1,No,no,Is the number of farmlands equal to the number of commercial buildings in the image?,5.32,5.52,12.11,59.3,8.48,0.0638,4.2421,0.0628,5544,2063,400,0.0000,0,0.00
779,Qwen2.5-VL-3B,,699.55,210.36,909.91,0.923,124,4,128,0,100,1,What is the number of small commercial buildings?,5.39,5.56,12.17,59.3,10.96,0.0884,2.7411,0.0857,5544,2063,400,0.0000,0,0.00
780,Qwen2.5-VL-3B,,700.05,72.23,772.28,0.786,125,2,127,1,Yes,yes,Are there less commercial buildings than farmlands?,5.00,5.51,11.81,59.2,8.24,0.0659,4.1195,0.0649,5544,2063,400,0.0000,0,0.00
781,Qwen2.5-VL-3B,,698.77,72.13,770.89,0.784,124,2,126,0,Yes,no,Are there less orchards than commercial buildings?,5.20,5.44,12.05,59.4,8.44,0.0680,4.2183,0.0670,5544,2063,400,0.0000,0,0.00
782,Qwen2.5-VL-3B,,712.40,72.44,784.84,0.798,128,2,130,1,No,no,Is the number of water areas equal to the number of buildings?,5.21,5.52,12.08,59.2,8.46,0.0661,4.2311,0.0651,5544,2063,400,0.0000,0,0.00
783,Qwen2.5-VL-3B,,700.35,72.07,772.42,0.786,124,2,126,1,Yes,yes,Are there less grass areas than residential buildings?,5.30,5.52,12.17,59.6,8.53,0.0688,4.2649,0.0677,5544,2063,400,0.0000,0,0.00
784,Qwen2.5-VL-3B,,700.03,277.98,978.01,0.991,124,5,129,0,1200,0,What is the amount of square grass areas?,5.32,5.56,12.16,59.4,10.94,0.0882,2.1878,0.0848,5544,2063,400,0.0000,0,0.00
785,Qwen2.5-VL-3B,,699.50,72.07,771.57,0.785,122,2,124,0,Yes,no,Is there a square commercial building?,5.27,5.55,12.32,59.2,8.63,0.0707,4.3142,0.0696,5544,2063,400,0.0000,0,0.00
786,Qwen2.5-VL-3B,,729.44,72.07,801.51,0.815,137,2,139,1,No,no,Is the number of commercial buildings at the bottom of a  farmland equal to the number of water areas?,5.26,5.52,12.10,59.3,9.68,0.0707,4.8399,0.0696,5544,2063,400,0.0000,0,0.00
787,Qwen2.5-VL-3B,,712.14,72.47,784.61,0.798,128,2,130,1,Yes,yes,Is a water area on the right of a  building present?,4.90,5.32,11.64,59.3,8.14,0.0636,4.0708,0.0626,5544,2063,400,0.0000,0,0.00
788,Qwen2.5-VL-3B,,712.23,72.12,784.35,0.797,129,2,131,0,Yes,no,Is there a forest on the left of the  small commercial building?,5.21,5.36,12.08,59.6,8.46,0.0656,4.2312,0.0646,5544,2063,400,0.0000,0,0.00
789,Qwen2.5-VL-3B,,700.11,72.21,772.32,0.785,124,2,126,0,Yes,no,Are there more farmlands than roads?,5.30,5.52,12.14,59.3,8.50,0.0686,4.2509,0.0675,5544,2063,400,0.0000,0,0.00
790,Qwen2.5-VL-3B,,698.91,72.16,771.08,0.784,123,2,125,1,Yes,yes,Are there more forests than square buildings?,5.27,5.56,12.13,59.4,8.49,0.0690,4.2460,0.0679,5544,2063,400,0.0000,0,0.00
791,Qwen2.5-VL-3B,,699.24,72.12,771.36,0.784,121,2,123,1,No,no,Is a square forest present?,5.19,5.36,12.08,59.5,8.46,0.0699,4.2319,0.0688,5544,2063,400,0.0000,0,0.00
792,Qwen2.5-VL-3B,,700.17,72.50,772.67,0.786,124,2,126,0,Yes,no,Are there less roads than medium residential buildings?,5.26,5.52,12.04,59.6,8.43,0.0680,4.2156,0.0669,5544,2063,400,0.0000,0,0.00
793,Qwen2.5-VL-3B,,699.79,72.29,772.07,0.785,121,2,123,1,Yes,yes,Is there a small road?,5.28,5.52,12.12,59.3,8.49,0.0701,4.2430,0.0690,5545,2062,400,0.0000,0,0.00
794,Qwen2.5-VL-3B,,700.58,72.11,772.69,0.786,125,2,127,0,Yes,no,Are there more circular water areas than residential buildings?,5.23,5.36,12.08,59.3,8.47,0.0677,4.2343,0.0667,5545,2062,400,0.0000,0,0.00
795,Qwen2.5-VL-3B,,699.34,72.07,771.41,0.784,120,2,122,0,No,yes,Is there a parking?,5.24,5.52,12.05,59.5,8.44,0.0703,4.2188,0.0692,5545,2062,400,0.0000,0,0.00
796,Qwen2.5-VL-3B,,713.08,72.48,785.56,0.799,130,2,132,0,0,14,What is the amount of water areas at the bottom of a  road?,5.28,5.52,12.08,59.3,8.45,0.0650,4.2264,0.0640,5545,2062,400,0.0000,0,0.00
797,Qwen2.5-VL-3B,,699.02,210.48,909.51,0.923,124,4,128,0,100,0,What is the number of square commercial buildings?,5.39,5.56,12.20,59.4,10.98,0.0886,2.7452,0.0858,5545,2062,400,0.0000,0,0.00
798,Qwen2.5-VL-3B,,698.91,210.82,909.73,0.923,124,4,128,0,100,0,What is the number of large commercial buildings?,5.10,5.40,11.92,59.3,10.70,0.0863,2.6749,0.0836,5545,2062,400,0.0000,0,0.00
799,Qwen2.5-VL-3B,,699.14,72.15,771.29,0.784,123,2,125,0,Yes,no,Are there less residential buildings than forests?,4.88,5.16,11.70,59.4,8.20,0.0667,4.1014,0.0656,5545,2062,400,0.0000,0,0.00
800,Qwen2.5-VL-3B,,699.90,72.18,772.08,0.794,124,2,126,1,Urban,urban,Is it a rural or an urban area,5.16,5.40,11.95,59.2,8.37,0.0675,4.1847,0.0664,5545,2062,400,0.0000,0,0.00
801,Qwen2.5-VL-3B,,698.82,72.01,770.84,0.784,121,2,123,1,Yes,yes,Is a commercial building present?,5.27,5.48,12.15,59.3,8.51,0.0703,4.2558,0.0692,5545,2062,400,0.0000,0,0.00
802,Qwen2.5-VL-3B,,700.48,210.87,911.35,0.925,123,4,127,0,100,24,What is the amount of water areas?,5.27,5.52,12.13,59.4,10.92,0.0887,2.7288,0.0859,5545,2062,400,0.0000,0,0.00
803,Qwen2.5-VL-3B,,699.13,72.14,771.27,0.785,121,2,123,1,Yes,yes,Is there a grass area?,4.99,5.44,11.80,59.3,8.23,0.0680,4.1130,0.0669,5545,2062,400,0.0000,0,0.00
804,Qwen2.5-VL-3B,,699.72,210.78,910.50,0.924,122,4,126,0,100,3329,What is the number of buildings?,5.27,5.48,12.04,59.4,10.83,0.0888,2.7086,0.0860,5545,2062,400,0.0000,0,0.00
805,Qwen2.5-VL-3B,,699.58,143.23,842.80,0.857,126,3,129,0,10,156,What is the amount of commercial buildings in the image?,5.04,5.52,11.83,59.4,9.43,0.0748,3.1422,0.0731,5545,2062,400,0.0000,0,0.00
806,Qwen2.5-VL-3B,,699.66,72.70,772.35,0.786,121,2,123,1,Yes,yes,Is there a water area?,5.09,5.40,11.87,59.3,8.29,0.0685,4.1461,0.0674,5545,2062,400,0.0000,0,0.00
807,Qwen2.5-VL-3B,,700.77,72.82,773.60,0.787,123,2,125,1,Yes,yes,Are there more buildings than water areas?,5.19,5.44,12.02,59.2,8.42,0.0685,4.2112,0.0674,5545,2062,400,0.0000,0,0.00
808,Qwen2.5-VL-3B,,699.75,72.58,772.33,0.786,120,2,122,1,Yes,yes,Is there a road?,5.24,5.52,12.05,59.3,8.44,0.0703,4.2183,0.0692,5546,2061,400,0.0000,0,0.00
809,Qwen2.5-VL-3B,,700.52,278.23,978.74,0.992,124,5,129,0,1000,661,How many roads are there in the image?,5.29,5.48,12.13,59.3,10.91,0.0880,2.1827,0.0846,5546,2061,400,0.0000,0,0.00
810,Qwen2.5-VL-3B,,700.55,72.16,772.71,0.786,125,2,127,1,Yes,yes,Are there more farmlands than water areas?,5.27,5.43,12.36,59.4,8.66,0.0693,4.3313,0.0682,5546,2061,400,0.0000,0,0.00
811,Qwen2.5-VL-3B,,699.40,72.19,771.59,0.785,121,2,123,1,Yes,yes,Is a circular road present?,5.24,5.52,12.12,59.6,8.49,0.0701,4.2432,0.0690,5546,2061,400,0.0000,0,0.00
812,Qwen2.5-VL-3B,,699.88,72.28,772.15,0.786,123,2,125,1,Yes,yes,Are there more residential buildings than forests?,5.26,5.52,12.14,59.7,8.50,0.0691,4.2480,0.0680,5546,2061,400,0.0000,0,0.00
813,Qwen2.5-VL-3B,,699.34,72.64,771.98,0.786,121,2,123,1,Yes,yes,Is a residential building present?,5.24,5.36,12.10,59.4,8.48,0.0701,4.2419,0.0690,5546,2061,400,0.0000,0,0.00
814,Qwen2.5-VL-3B,,699.78,143.21,842.99,0.857,122,3,125,0,10,237,How many grass areas are there?,5.26,5.52,12.12,59.5,9.69,0.0794,3.2300,0.0775,5546,2061,400,0.0000,0,0.00
815,Qwen2.5-VL-3B,,698.65,72.14,770.80,0.784,120,2,122,1,Yes,yes,Is there a building?,5.07,5.28,11.93,59.2,8.35,0.0696,4.1767,0.0685,5546,2061,400,0.0000,0,0.00
816,Qwen2.5-VL-3B,,700.95,210.67,911.62,0.925,124,4,128,0,100,37,What is the amount of medium commercial buildings?,5.25,5.48,12.11,59.5,10.90,0.0879,2.7258,0.0852,5546,2061,400,0.0000,0,0.00
817,Qwen2.5-VL-3B,,699.64,72.16,771.80,0.786,122,2,124,1,Yes,yes,Is there a medium orchard?,4.97,5.36,11.78,59.2,8.23,0.0675,4.1161,0.0664,5546,2061,400,0.0000,0,0.00
818,Qwen2.5-VL-3B,,699.82,210.74,910.55,0.924,122,4,126,0,100,3088,How many residential buildings are there?,5.22,5.48,12.12,59.2,10.91,0.0894,2.7269,0.0866,5546,2061,400,0.0000,0,0.00
819,Qwen2.5-VL-3B,,699.32,72.30,771.63,0.785,121,2,123,1,Yes,yes,Is a farmland present?,4.99,5.44,11.81,59.2,8.23,0.0681,4.1171,0.0669,5546,2061,400,0.0000,0,0.00
820,Qwen2.5-VL-3B,,700.70,211.88,912.58,0.926,124,4,128,0,100,16,What is the amount of small water areas?,5.28,5.48,12.09,59.4,10.88,0.0877,2.7200,0.0850,5546,2061,400,0.0000,0,0.00
821,Qwen2.5-VL-3B,,698.77,72.20,770.96,0.785,120,2,122,1,Yes,yes,Is a forest present?,4.99,5.48,11.81,59.6,8.23,0.0686,4.1173,0.0675,5546,2061,400,0.0000,0,0.00
822,Qwen2.5-VL-3B,,699.40,72.16,771.56,0.785,122,2,124,1,Yes,yes,Is there a rectangular commercial building?,5.17,5.44,12.02,59.4,8.42,0.0690,4.2083,0.0679,5546,2061,400,0.0000,0,0.00
823,Qwen2.5-VL-3B,,711.70,72.15,783.85,0.798,127,2,129,1,No,no,Is the number of roads equal to the number of buildings?,5.18,5.44,12.12,59.3,8.49,0.0669,4.2462,0.0658,5546,2061,400,0.0000,0,0.00
824,Qwen2.5-VL-3B,,699.96,278.11,978.07,0.992,123,5,128,0,1000,661,What is the amount of small roads?,5.33,5.52,12.21,59.5,10.99,0.0893,2.1974,0.0858,5546,2061,400,0.0000,0,0.00
825,Qwen2.5-VL-3B,,700.38,72.16,772.54,0.786,124,2,126,0,Yes,no,Are there less residential buildings than water areas?,5.29,5.52,12.31,59.6,8.61,0.0695,4.3074,0.0684,5546,2061,400,0.0000,0,0.00
826,Qwen2.5-VL-3B,,700.08,211.56,911.64,0.925,122,4,126,0,100,0,How many rectangular roads are there?,5.27,5.52,12.17,59.3,10.95,0.0898,2.7377,0.0869,5546,2061,400,0.0000,0,0.00
827,Qwen2.5-VL-3B,,700.18,210.79,910.97,0.925,124,4,128,0,100,72,What is the number of farmlands?,5.09,5.44,11.89,59.2,10.67,0.0860,2.6671,0.0833,5546,2061,400,0.0000,0,0.00
828,Qwen2.5-VL-3B,,699.56,72.27,771.83,0.786,123,2,125,0,No,yes,Are there more forests than water areas?,4.92,5.16,11.69,59.2,8.19,0.0666,4.0964,0.0655,5546,2061,400,0.0000,0,0.00
829,Qwen2.5-VL-3B,,699.23,72.17,771.40,0.785,125,2,127,1,Yes,yes,Is there a small commercial building in the image?,5.22,5.44,11.98,59.3,8.39,0.0671,4.1945,0.0661,5543,2064,400,0.0000,0,0.00
830,Qwen2.5-VL-3B,,700.04,72.15,772.19,0.786,122,2,124,0,1,149,What is the number of forests?,5.25,5.52,12.12,59.6,8.48,0.0695,4.2421,0.0684,5544,2063,400,0.0000,0,0.00
831,Qwen2.5-VL-3B,,699.29,72.14,771.43,0.785,123,2,125,1,Yes,yes,Are there less medium roads than roads?,5.21,5.48,12.15,59.2,8.51,0.0692,4.2550,0.0681,5544,2063,400,0.0000,0,0.00
832,Qwen2.5-VL-3B,,700.13,144.12,844.25,0.858,123,3,126,0,10,0,What is the amount of circular roads?,5.29,5.60,12.18,59.6,9.74,0.0792,3.2475,0.0773,5544,2063,400,0.0000,0,0.00
833,Qwen2.5-VL-3B,,700.76,72.67,773.43,0.787,124,2,126,0,Yes,no,Are there less buildings than square water areas?,5.18,5.60,12.07,59.5,8.43,0.0680,4.2160,0.0669,5546,2061,399,0.0000,0,0.00
834,Qwen2.5-VL-3B,,700.20,72.18,772.38,0.786,122,2,124,1,Yes,yes,Is a square residential building present?,5.21,5.40,12.09,59.6,8.47,0.0694,4.2330,0.0683,5545,2062,399,0.0000,0,0.00
835,Qwen2.5-VL-3B,,711.84,72.33,784.17,0.798,126,2,128,0,Yes,no,Are there less residential buildings than forests in the image?,5.22,5.52,12.08,59.4,8.46,0.0671,4.2295,0.0661,5545,2062,399,0.0000,0,0.00
836,Qwen2.5-VL-3B,,713.57,72.67,786.23,0.800,129,2,131,1,No,no,Is the number of commercial buildings equal to the number of water areas?,5.28,5.48,12.18,59.5,8.53,0.0661,4.2651,0.0651,5545,2062,399,0.0000,0,0.00
837,Qwen2.5-VL-3B,,700.82,143.19,844.01,0.858,124,3,127,0,10,80,What is the number of rectangular grass areas?,5.35,5.52,12.20,59.3,9.77,0.0788,3.2565,0.0769,5546,2061,399,0.0000,0,0.00
838,Qwen2.5-VL-3B,,699.50,143.17,842.66,0.856,123,3,126,0,10,6,How many medium water areas are there?,5.17,5.48,11.99,59.2,9.58,0.0778,3.1918,0.0760,5546,2061,399,0.0000,0,0.00
839,Qwen2.5-VL-3B,,699.59,72.57,772.16,0.786,122,2,124,1,Yes,yes,Are there more buildings than roads?,5.07,5.28,11.92,59.3,8.35,0.0684,4.1744,0.0673,5546,2061,399,0.0000,0,0.00
840,Qwen2.5-VL-3B,,699.57,72.55,772.12,0.786,120,2,122,1,Yes,yes,Is a parking present?,5.24,5.48,12.00,59.5,8.40,0.0700,4.2025,0.0689,5546,2061,399,0.0000,0,0.00
841,Qwen2.5-VL-3B,,700.79,72.58,773.38,0.787,123,2,125,1,Yes,yes,Are there more residential buildings than roads?,5.26,5.52,12.03,59.6,8.42,0.0685,4.2125,0.0674,5543,2064,399,0.0000,0,0.00
842,Qwen2.5-VL-3B,,700.12,211.53,911.65,0.925,123,4,127,0,100,25,What is the number of parkings?,5.30,5.56,12.16,59.5,10.95,0.0890,2.7363,0.0862,5544,2063,399,0.0000,0,0.00
843,Qwen2.5-VL-3B,,712.51,72.17,784.68,0.799,128,2,130,0,Yes,no,Are there more farmlands than commercial buildings in the image?,5.02,5.56,11.81,59.4,8.23,0.0643,4.1164,0.0633,5544,2063,399,0.0000,0,0.00
844,Qwen2.5-VL-3B,,698.77,72.22,770.98,0.785,123,2,125,0,Yes,no,Are there less residential buildings than roads?,5.27,5.52,12.10,59.4,8.48,0.0689,4.2387,0.0678,5545,2062,399,0.0000,0,0.00
845,Qwen2.5-VL-3B,,699.28,72.10,771.38,0.785,122,2,124,0,No,yes,Is a circular grass area present?,5.21,5.40,12.08,59.2,8.46,0.0694,4.2312,0.0682,5545,2062,399,0.0000,0,0.00
846,Qwen2.5-VL-3B,,700.25,72.13,772.38,0.786,124,2,126,0,Yes,no,Are there more water areas than residential buildings?,5.24,5.52,12.05,59.3,8.43,0.0680,4.2172,0.0669,5545,2062,399,0.0000,0,0.00
847,Qwen2.5-VL-3B,,701.05,72.44,773.50,0.787,122,2,124,1,Yes,yes,Is a small residential building present?,5.24,5.48,12.09,59.4,8.46,0.0693,4.2299,0.0682,5545,2062,399,0.0000,0,0.00
848,Qwen2.5-VL-3B,,700.91,72.19,773.10,0.787,124,2,126,1,Yes,yes,Are there less wetlands than water areas?,5.24,5.40,12.13,59.2,8.50,0.0685,4.2499,0.0675,5545,2062,399,0.0000,0,0.00
849,Qwen2.5-VL-3B,,699.64,72.09,771.74,0.785,125,2,127,1,Yes,yes,Are there more water areas than square residential buildings?,5.25,5.52,12.07,59.4,8.45,0.0676,4.2232,0.0665,5545,2062,399,0.0000,0,0.00
850,Qwen2.5-VL-3B,,699.29,72.03,771.31,0.785,124,2,126,0,Yes,no,Are there more square roads than residential buildings?,5.25,5.52,12.09,59.4,8.46,0.0683,4.2320,0.0672,5545,2062,399,0.0000,0,0.00
851,Qwen2.5-VL-3B,,699.82,72.42,772.23,0.786,123,2,125,0,Yes,no,Are there less roads than grass areas?,5.25,5.36,12.04,59.2,8.44,0.0686,4.2195,0.0675,5545,2062,399,0.0000,0,0.00
852,Qwen2.5-VL-3B,,711.40,72.09,783.49,0.797,129,2,131,1,No,no,Is the number of circular residential buildings equal to the number of roads?,5.27,5.52,12.06,59.5,8.45,0.0655,4.2232,0.0645,5545,2062,399,0.0000,0,0.00
853,Qwen2.5-VL-3B,,699.31,72.17,771.48,0.785,122,2,124,1,Yes,yes,Is there a rectangular water area?,5.30,5.56,12.19,59.5,8.53,0.0699,4.2665,0.0688,5545,2062,399,0.0000,0,0.00
854,Qwen2.5-VL-3B,,713.82,72.08,785.89,0.800,133,2,135,1,1,1,How many small place of worships on the left of a  commercial building are there?,5.26,5.56,12.07,59.5,8.46,0.0636,4.2283,0.0626,5545,2062,399,0.0000,0,0.00
855,Qwen2.5-VL-3B,,700.08,72.48,772.56,0.786,123,2,125,1,Yes,yes,Are there more buildings than parkings?,5.29,5.52,12.17,59.4,8.53,0.0693,4.2638,0.0682,5545,2062,399,0.0000,0,0.00
856,Qwen2.5-VL-3B,,698.54,72.08,770.62,0.784,124,2,126,1,Yes,yes,Are there more commercial buildings than parkings?,5.24,5.52,12.07,59.5,8.45,0.0682,4.2260,0.0671,5545,2062,399,0.0000,0,0.00
857,Qwen2.5-VL-3B,,699.91,143.09,843.00,0.857,123,3,126,0,10,6,What is the number of orchards?,5.29,5.52,12.07,59.4,9.66,0.0785,3.2189,0.0766,5545,2062,399,0.0000,0,0.00
858,Qwen2.5-VL-3B,,699.48,143.71,843.18,0.857,122,3,125,0,10,0,How many large roads are there?,5.16,5.48,11.98,59.7,9.56,0.0784,3.1883,0.0765,5545,2062,399,0.0000,0,0.00
859,Qwen2.5-VL-3B,,699.79,72.48,772.27,0.786,123,2,125,1,Yes,yes,Are there more roads than water areas?,5.06,5.20,11.92,59.3,8.35,0.0679,4.1747,0.0668,5545,2062,399,0.0000,0,0.00
860,Qwen2.5-VL-3B,,712.51,72.53,785.04,0.799,128,2,130,0,Yes,no,Is the number of buildings equal to the number of square roads?,5.21,5.48,12.05,59.5,8.44,0.0659,4.2194,0.0649,5545,2062,399,0.0000,0,0.00
861,Qwen2.5-VL-3B,,700.61,72.50,773.10,0.787,125,2,127,0,No,yes,Is there a circular residential building in the image?,5.31,5.52,12.15,59.6,8.51,0.0681,4.2569,0.0670,5545,2062,399,0.0000,0,0.00
862,Qwen2.5-VL-3B,,700.32,210.56,910.88,0.925,124,4,128,0,100,12,What is the amount of medium parkings?,5.29,5.52,12.19,59.6,10.96,0.0884,2.7407,0.0856,5545,2062,399,0.0000,0,0.00
863,Qwen2.5-VL-3B,,712.12,72.11,784.23,0.798,128,2,130,0,Yes,no,Is the number of roads equal to the number of residential buildings?,5.01,5.52,11.84,59.5,8.25,0.0645,4.1271,0.0635,5545,2062,399,0.0000,0,0.00
864,Qwen2.5-VL-3B,,699.65,210.48,910.12,0.924,122,4,126,0,100,39,How many large forests are there?,5.29,5.48,12.19,59.5,10.98,0.0900,2.7446,0.0871,5545,2062,399,0.0000,0,0.00
865,Qwen2.5-VL-3B,,711.54,72.13,783.67,0.798,128,2,130,1,No,no,Is the number of commercial buildings equal to the number of forests?,4.99,5.47,11.79,59.5,8.22,0.0642,4.1104,0.0632,5545,2062,399,0.0000,0,0.00
866,Qwen2.5-VL-3B,,701.21,72.47,773.69,0.787,128,2,130,1,No,no,Is the number of buildings equal to the number of grass areas?,5.23,5.44,12.09,59.4,8.47,0.0662,4.2369,0.0652,5545,2062,399,0.0000,0,0.00
867,Qwen2.5-VL-3B,,698.38,72.06,770.44,0.784,122,2,124,1,Yes,yes,Is a large residential building present?,5.25,5.52,12.04,59.3,8.44,0.0692,4.2182,0.0680,5545,2062,399,0.0000,0,0.00
868,Qwen2.5-VL-3B,,699.89,72.07,771.96,0.786,122,2,124,0,Yes,no,Are there more forests than roads?,5.26,5.52,12.08,59.5,8.46,0.0694,4.2324,0.0683,5546,2061,399,0.0000,0,0.00
869,Qwen2.5-VL-3B,,700.27,278.03,978.30,0.992,124,5,129,0,1000,104,What is the amount of small commercial buildings?,5.29,5.52,12.18,59.5,10.95,0.0883,2.1909,0.0849,5546,2061,399,0.0000,0,0.00
870,Qwen2.5-VL-3B,,699.36,72.10,771.47,0.785,123,2,125,0,Yes,no,Are there less roads than water areas?,5.26,5.51,12.32,59.4,8.63,0.0701,4.3141,0.0690,5546,2061,399,0.0000,0,0.00
871,Qwen2.5-VL-3B,,711.55,72.27,783.81,0.798,127,2,129,1,No,no,Is the number of forests equal to the number of buildings?,5.27,5.56,12.10,59.7,8.47,0.0667,4.2351,0.0657,5547,2060,399,0.0000,0,0.00
872,Qwen2.5-VL-3B,,699.30,72.46,771.76,0.786,123,2,125,0,Yes,no,Are there more commercial buildings than roads?,5.32,5.56,12.18,59.5,8.54,0.0694,4.2675,0.0683,5548,2059,399,0.0000,0,0.00
873,Qwen2.5-VL-3B,,712.36,72.12,784.48,0.798,129,2,131,0,Yes,no,Is the number of roads equal to the number of large water areas?,5.22,5.48,12.11,59.4,8.48,0.0658,4.2410,0.0647,5548,2059,399,0.0000,0,0.00
874,Qwen2.5-VL-3B,,699.75,72.06,771.81,0.786,123,2,125,0,Yes,no,Are there more water areas than buildings?,5.31,5.52,12.18,59.6,8.54,0.0694,4.2678,0.0683,5548,2059,399,0.0000,0,0.00
