question_id,model_name,model_load_time_s,prefill_ms,decode_ms,prefill_plus_decode_ms,latency_sec,input_tokens,output_tokens,total_tokens,correct,model_response,ground_truth,question_text,avg_gpu_cv_w,max_gpu_cv_w,avg_power_in_w,max_gpu_temp_c,energy_total_j,energy_per_input_token_j,energy_per_output_token_j,energy_per_total_token_j,ram_used_mb,ram_free_mb,swap_used_mb,kv_cache_usage_ratio,kv_cache_tokens
374,Qwen2.5-VL-3B,,662.80,65.41,728.21,0.753,130,2,132,1,No,no,Is the number of commercial buildings equal to the number of square grass areas?,6.26,6.55,14.71,62.7,10.32,0.0793,5.1576,0.0781,7304,316,377,0.0000,0
375,Qwen2.5-VL-3B,,636.33,68.35,704.68,0.732,127,2,129,0,Yes,no,Are there less residential buildings than water areas in the image?,6.43,6.67,14.60,62.8,10.23,0.0806,5.1167,0.0793,7309,311,377,0.0000,0
376,Qwen2.5-VL-3B,,611.50,70.56,682.05,0.709,125,2,127,0,Yes,no,Are there less residential buildings than square water areas?,6.40,6.79,14.50,62.8,10.16,0.0812,5.0778,0.0800,7315,305,377,0.0000,0
377,Qwen2.5-VL-3B,,597.18,64.77,661.95,0.690,122,2,124,0,Yes,no,Is a circular commercial building present?,6.32,6.75,14.27,62.7,8.55,0.0701,4.2737,0.0689,7320,300,377,0.0000,0
378,Qwen2.5-VL-3B,,672.73,224.24,896.97,0.932,124,4,128,0,100,2,What is the amount of rectangular commercial buildings?,6.56,6.83,14.77,62.8,13.31,0.1074,3.3285,0.1040,7325,295,377,0.0000,0
379,Qwen2.5-VL-3B,,514.15,68.64,582.78,0.615,122,2,124,0,Yes,no,Is a square commercial building present?,6.34,6.83,14.45,62.7,8.65,0.0709,4.3226,0.0697,7291,329,433,0.0000,0
380,Qwen2.5-VL-3B,,601.79,222.94,824.73,0.850,124,4,128,0,100,14,What is the amount of small water areas?,6.45,6.75,14.46,62.7,11.59,0.0934,2.8967,0.0905,7297,323,433,0.0000,0
381,Qwen2.5-VL-3B,,628.35,67.25,695.60,0.722,122,2,124,1,Yes,yes,Are there more buildings than forests?,6.35,6.67,14.60,62.8,10.21,0.0837,5.1041,0.0823,7297,323,433,0.0000,0
382,Qwen2.5-VL-3B,,616.08,67.89,683.97,0.712,130,2,132,1,No,no,Is the number of small water areas equal to the number of commercial buildings?,6.37,6.79,14.43,62.8,10.10,0.0777,5.0489,0.0765,7304,316,433,0.0000,0
383,Qwen2.5-VL-3B,,502.20,297.61,799.81,0.832,122,5,127,0,1000,26,How many small forests are there?,6.49,6.90,14.40,63.0,11.55,0.0947,2.3105,0.0910,7307,313,433,0.0000,0
384,Qwen2.5-VL-3B,,635.60,68.15,703.76,0.726,127,2,129,0,Yes,no,Are there less grass areas than water areas in the image?,6.29,6.59,14.55,62.7,10.18,0.0801,5.0881,0.0789,7315,305,433,0.0000,0
385,Qwen2.5-VL-3B,,614.67,67.82,682.49,0.709,125,2,127,0,Yes,no,Are there less commercial buildings than circular water areas?,6.29,6.63,14.47,62.6,10.15,0.0812,5.0739,0.0799,7315,305,433,0.0000,0
386,Qwen2.5-VL-3B,,593.31,65.43,658.74,0.688,123,2,125,0,Yes,no,Are there less residential buildings than forests?,6.36,6.75,14.31,62.7,8.55,0.0695,4.2758,0.0684,7320,300,433,0.0000,0
387,Qwen2.5-VL-3B,,671.17,65.51,736.68,0.760,130,2,132,0,0,164,What is the amount of residential buildings on the left of a  road?,6.55,6.83,14.73,62.9,10.33,0.0794,5.1636,0.0782,7323,297,433,0.0000,0
388,Qwen2.5-VL-3B,,644.89,69.54,714.44,0.738,128,2,130,1,Yes,yes,Is a medium water area next to a  farmland present?,6.47,6.63,14.66,62.8,10.30,0.0804,5.1484,0.0792,7328,292,433,0.0000,0
389,Qwen2.5-VL-3B,,627.96,68.61,696.57,0.724,124,2,126,1,Yes,yes,Are there more residential buildings than grass areas?,6.40,6.75,14.55,62.9,10.18,0.0821,5.0890,0.0808,7336,284,433,0.0000,0
390,Qwen2.5-VL-3B,,503.80,66.41,570.21,0.606,123,2,125,0,Yes,no,Are there more residential buildings than roads?,6.43,6.94,14.33,62.8,8.59,0.0698,4.2955,0.0687,7327,293,464,0.0000,0
391,Qwen2.5-VL-3B,,593.42,69.28,662.70,0.687,125,2,127,1,Yes,yes,Are there less square commercial buildings than grass areas?,6.30,6.71,14.11,62.7,8.48,0.0678,4.2386,0.0667,7331,289,464,0.0000,0
392,Qwen2.5-VL-3B,,673.46,64.99,738.45,0.762,130,2,132,1,No,no,Is the number of water areas equal to the number of circular commercial buildings?,6.50,6.83,14.73,62.8,10.33,0.0795,5.1674,0.0783,7331,289,464,0.0000,0
393,Qwen2.5-VL-3B,,542.79,70.27,613.06,0.642,123,2,125,0,Yes,no,Are there more commercial buildings than roads?,6.55,6.83,14.63,63.0,8.78,0.0714,4.3881,0.0702,7338,282,464,0.0000,0
394,Qwen2.5-VL-3B,,626.14,68.20,694.34,0.724,129,2,131,1,No,no,Is the number of commercial buildings equal to the number of grass areas?,6.40,6.75,14.37,62.6,10.09,0.0782,5.0459,0.0770,7344,276,464,0.0000,0
395,Qwen2.5-VL-3B,,605.25,64.97,670.21,0.699,123,2,125,0,1,118,What is the number of rectangular buildings?,6.36,6.67,14.38,62.8,8.62,0.0701,4.3081,0.0689,7351,269,464,0.0000,0
396,Qwen2.5-VL-3B,,661.59,67.47,729.06,0.768,125,2,127,1,Yes,yes,Are there more residential buildings than circular water areas?,6.48,6.83,14.76,62.9,10.34,0.0827,5.1702,0.0814,7356,264,464,0.0000,0
397,Qwen2.5-VL-3B,,538.64,69.11,607.75,0.635,128,2,130,1,No,no,Is the number of forests equal to the number of water areas?,6.54,6.79,14.60,62.7,8.76,0.0684,4.3786,0.0674,7340,280,477,0.0000,0
398,Qwen2.5-VL-3B,,610.36,70.06,680.42,0.710,122,2,124,0,1,3,How many medium buildings are there?,6.49,6.83,14.52,62.8,10.15,0.0832,5.0763,0.0819,7347,273,477,0.0000,0
399,Qwen2.5-VL-3B,,607.56,68.85,676.41,0.701,130,2,132,1,No,no,Is the number of square roads equal to the number of rectangular water areas?,6.35,6.67,14.33,62.7,8.62,0.0663,4.3113,0.0653,7348,272,477,0.0000,0
400,Qwen2.5-VL-3B,,568.75,144.66,713.41,0.753,124,3,127,1,Rural,rural,Is it a rural or an urban area,6.62,6.83,14.77,62.8,10.36,0.0835,3.4526,0.0816,7353,267,477,0.0000,0
401,Qwen2.5-VL-3B,,530.73,302.20,832.93,0.862,121,5,126,0,1000,14,How many roads are there?,6.52,6.83,14.64,62.7,11.72,0.0968,2.3436,0.0930,7345,275,504,0.0000,0
402,Qwen2.5-VL-3B,,538.53,69.22,607.75,0.640,120,2,122,1,Yes,yes,Is there a forest?,6.36,6.71,14.62,62.8,8.77,0.0731,4.3839,0.0719,7346,274,504,0.0000,0
403,Qwen2.5-VL-3B,,617.65,69.86,687.51,0.713,122,2,124,0,Yes,no,Is there a medium water area?,6.45,6.79,14.53,62.9,10.16,0.0833,5.0814,0.0820,7346,274,504,0.0000,0
404,Qwen2.5-VL-3B,,506.14,70.39,576.54,0.608,123,2,125,0,2,1,What is the number of water areas?,6.42,6.85,14.26,62.9,8.57,0.0697,4.2852,0.0686,7346,274,504,0.0000,0
405,Qwen2.5-VL-3B,,498.47,70.86,569.33,0.599,120,2,122,1,Yes,yes,Is a road present?,6.41,6.87,14.20,62.7,7.05,0.0588,3.5272,0.0578,7351,269,504,0.0000,0
406,Qwen2.5-VL-3B,,559.25,144.84,704.09,0.739,122,3,125,0,10,1,How many orchards are there?,6.70,6.97,14.71,63.0,10.31,0.0845,3.4365,0.0825,7351,269,504,0.0000,0
407,Qwen2.5-VL-3B,,615.52,66.53,682.04,0.709,124,2,126,1,Yes,yes,Is a water area present in the image?,6.41,6.71,14.52,62.7,10.19,0.0821,5.0927,0.0808,7351,269,504,0.0000,0
408,Qwen2.5-VL-3B,,605.83,143.88,749.71,0.779,127,3,130,0,10,7,What is the number of farmlands in the image?,6.42,6.83,14.35,62.7,10.03,0.0789,3.3420,0.0771,7351,269,504,0.0000,0
409,Qwen2.5-VL-3B,,642.76,68.67,711.43,0.740,121,2,123,1,Yes,yes,Is there a farmland?,6.48,6.75,14.72,62.9,10.31,0.0852,5.1562,0.0838,7355,265,504,0.0000,0
410,Qwen2.5-VL-3B,,516.87,146.54,663.41,0.702,122,3,125,0,10,5,What is the number of forests?,6.41,6.83,14.34,62.8,10.07,0.0825,3.3569,0.0806,7362,258,504,0.0000,0
411,Qwen2.5-VL-3B,,504.40,143.91,648.31,0.679,122,3,125,0,10,4,How many grass areas are there?,6.32,6.90,14.18,62.8,8.50,0.0697,2.8330,0.0680,7367,253,503,0.0000,0
412,Qwen2.5-VL-3B,,551.34,70.05,621.39,0.650,121,2,123,1,Yes,yes,Is there a grass area?,6.55,6.75,14.73,62.8,8.84,0.0731,4.4221,0.0719,7367,253,503,0.0000,0
413,Qwen2.5-VL-3B,,626.78,70.09,696.87,0.721,121,2,123,1,Yes,yes,Is there a nature reserve?,6.47,6.83,14.59,62.8,10.21,0.0844,5.1051,0.0830,7367,253,503,0.0000,0
414,Qwen2.5-VL-3B,,507.23,69.71,576.94,0.626,128,2,130,0,Yes,no,Is there a water area on the left of a  road?,6.36,6.89,14.21,63.0,8.51,0.0665,4.2552,0.0655,7368,252,503,0.0000,0
415,Qwen2.5-VL-3B,,506.87,69.60,576.47,0.608,122,2,124,1,Yes,yes,Are there less forests than roads?,6.46,6.93,14.29,62.7,8.59,0.0704,4.2943,0.0693,7350,270,527,0.0000,0
416,Qwen2.5-VL-3B,,590.87,67.98,658.86,0.683,121,2,123,1,No,no,Is a square road present?,6.41,6.79,14.31,62.7,8.55,0.0707,4.2766,0.0695,7350,270,527,0.0000,0
417,Qwen2.5-VL-3B,,541.73,68.18,609.91,0.641,121,2,123,0,Yes,no,Is a medium road present?,6.67,6.90,14.67,62.6,8.80,0.0727,4.4012,0.0716,7351,269,527,0.0000,0
418,Qwen2.5-VL-3B,,614.89,67.79,682.69,0.713,125,2,127,1,Yes,yes,Is a rectangular farmland present in the image?,6.50,6.75,14.54,62.8,10.20,0.0816,5.1005,0.0803,7358,262,527,0.0000,0
419,Qwen2.5-VL-3B,,504.51,142.28,646.79,0.685,122,3,125,0,10,2,How many medium forests are there?,6.40,6.85,14.23,62.9,8.51,0.0697,2.8358,0.0681,7358,262,527,0.0000,0
420,Qwen2.5-VL-3B,,649.48,65.65,715.13,0.741,124,2,126,0,Yes,no,Are there more farmlands than roads?,6.52,6.82,14.73,62.7,10.32,0.0833,5.1618,0.0819,7361,259,527,0.0000,0
421,Qwen2.5-VL-3B,,623.12,299.66,922.78,0.951,125,5,130,0,1000,0,What is the amount of circular farmlands?,6.42,6.71,14.49,62.8,13.07,0.1046,2.6148,0.1006,7362,258,527,0.0000,0
422,Qwen2.5-VL-3B,,648.69,69.31,718.01,0.752,133,2,135,1,No,no,Is the number of farmlands equal to the number of water areas in the image?,6.28,6.59,14.63,62.7,10.23,0.0769,5.1166,0.0758,7369,251,527,0.0000,0
423,Qwen2.5-VL-3B,,618.48,69.20,687.68,0.721,123,2,125,0,1,0,What is the amount of large roads?,6.36,6.67,14.56,62.8,10.23,0.0832,5.1147,0.0818,7357,263,546,0.0000,0
424,Qwen2.5-VL-3B,,597.80,65.28,663.08,0.692,121,2,123,1,Yes,yes,Is a large forest present?,6.36,6.67,14.38,62.8,8.60,0.0711,4.2986,0.0699,7361,259,546,0.0000,0
425,Qwen2.5-VL-3B,,558.65,70.86,629.52,0.656,123,2,125,0,Yes,no,Are there more water areas than forests?,6.62,6.83,14.73,62.7,8.86,0.0720,4.4289,0.0709,7368,252,546,0.0000,0
426,Qwen2.5-VL-3B,,626.36,69.24,695.59,0.725,124,2,126,0,1,0,What is the number of medium water areas?,6.43,6.71,14.47,62.8,10.14,0.0818,5.0710,0.0805,7371,249,546,0.0000,0
427,Qwen2.5-VL-3B,,508.43,64.39,572.82,0.610,121,2,123,1,Yes,yes,Is there a orchard?,6.43,6.90,14.31,62.7,8.56,0.0707,4.2783,0.0696,7371,249,546,0.0000,0
428,Qwen2.5-VL-3B,,593.07,70.92,664.00,0.694,124,2,126,0,Yes,no,Are there less roads than rectangular grass areas?,6.40,6.83,14.28,62.9,8.58,0.0692,4.2910,0.0681,7378,242,546,0.0000,0
429,Qwen2.5-VL-3B,,674.24,298.26,972.50,1.002,123,5,128,0,1000,2,What is the number of nature reserves?,6.60,6.83,14.81,63.0,13.36,0.1087,2.6729,0.1044,7378,242,546,0.0000,0
430,Qwen2.5-VL-3B,,669.17,69.17,738.34,0.771,122,2,124,0,Yes,no,Is a square farmland present?,6.28,6.55,14.76,62.6,10.34,0.0848,5.1714,0.0834,7350,270,592,0.0000,0
431,Qwen2.5-VL-3B,,637.93,144.23,782.16,0.815,123,3,126,0,10,0,What is the amount of rectangular roads?,6.35,6.71,14.59,62.8,11.71,0.0952,3.9021,0.0929,7357,263,592,0.0000,0
432,Qwen2.5-VL-3B,,518.55,68.48,587.03,0.623,123,2,125,0,Yes,no,Are there more grass areas than roads?,6.26,6.75,14.22,62.6,8.51,0.0692,4.2540,0.0681,7362,258,592,0.0000,0
433,Qwen2.5-VL-3B,,621.52,68.65,690.17,0.716,132,2,134,0,Yes,no,Are there less roads at the bottom of the  water area than farmlands?,6.40,6.71,14.43,62.7,10.12,0.0767,5.0613,0.0755,7369,251,592,0.0000,0
434,Qwen2.5-VL-3B,,593.82,68.51,662.33,0.694,123,2,125,1,Yes,yes,Are there more roads than nature reserves?,6.35,6.79,14.33,62.8,8.56,0.0696,4.2823,0.0685,7369,251,592,0.0000,0
435,Qwen2.5-VL-3B,,654.96,70.33,725.29,0.758,122,2,124,0,Yes,no,Is a small water area present?,6.54,6.90,14.71,62.9,10.31,0.0845,5.1545,0.0831,7374,246,592,0.0000,0
436,Qwen2.5-VL-3B,,535.62,68.66,604.29,0.636,123,2,125,0,Yes,no,Are there more water areas than roads?,6.48,6.75,14.58,62.8,8.78,0.0714,4.3886,0.0702,7388,232,592,0.0000,0
437,Qwen2.5-VL-3B,,608.97,70.15,679.13,0.704,124,2,126,0,Yes,no,Are there less roads than farmlands?,6.49,6.83,14.52,62.9,10.16,0.0819,5.0780,0.0806,7382,238,596,0.0000,0
438,Qwen2.5-VL-3B,,591.11,70.10,661.21,0.694,126,2,128,0,Yes,no,Are there less medium grass areas than small water areas?,6.27,6.75,14.21,62.8,8.52,0.0676,4.2611,0.0666,7382,238,596,0.0000,0
439,Qwen2.5-VL-3B,,656.36,68.44,724.79,0.756,126,2,128,0,Yes,no,Are there more small farmlands than water areas?,6.47,6.79,14.77,62.8,10.36,0.0822,5.1787,0.0809,7385,235,596,0.0000,0
440,Qwen2.5-VL-3B,,521.36,68.16,589.51,0.626,121,2,123,0,Yes,no,Is a rectangular road present?,6.53,6.93,14.54,62.7,8.71,0.0720,4.3548,0.0708,7393,227,596,0.0000,0
441,Qwen2.5-VL-3B,,512.95,72.49,585.44,0.612,121,2,123,0,Yes,no,Is there a circular road?,6.57,6.93,14.43,62.9,8.66,0.0716,4.3316,0.0704,7385,235,609,0.0000,0
442,Qwen2.5-VL-3B,,507.32,68.78,576.10,0.610,122,2,124,1,Yes,yes,Is a large water area present?,6.42,6.94,14.20,62.8,8.55,0.0701,4.2739,0.0689,7384,236,609,0.0000,0
443,Qwen2.5-VL-3B,,586.82,145.18,732.00,0.763,123,3,126,0,10,0,How many small water areas are there?,6.46,6.90,14.33,62.7,10.01,0.0814,3.3377,0.0795,7384,236,609,0.0000,0
444,Qwen2.5-VL-3B,,537.25,66.20,603.44,0.640,122,2,124,0,Yes,no,Is a rectangular water area present?,6.50,6.83,14.61,62.9,8.77,0.0718,4.3826,0.0707,7384,236,609,0.0000,0
445,Qwen2.5-VL-3B,,519.24,63.94,583.18,0.610,124,2,126,1,Yes,yes,Are there more nature reserves than water areas?,6.46,6.87,14.33,62.9,8.63,0.0696,4.3128,0.0685,7389,231,609,0.0000,0
446,Qwen2.5-VL-3B,,589.12,69.23,658.35,0.689,123,2,125,1,Yes,yes,Are there more roads than small forests?,6.41,6.79,14.25,62.8,8.53,0.0694,4.2673,0.0683,7389,231,609,0.0000,0
447,Qwen2.5-VL-3B,,662.81,70.26,733.07,0.766,124,2,126,1,Yes,yes,Are there more roads than farmlands?,6.56,6.90,14.74,62.7,10.33,0.0833,5.1647,0.0820,7389,231,609,0.0000,0
448,Qwen2.5-VL-3B,,631.51,65.74,697.25,0.729,123,2,125,1,1,1,What is the number of rectangular forests?,6.42,6.67,14.55,62.9,10.22,0.0831,5.1100,0.0818,7383,237,650,0.0000,0
449,Qwen2.5-VL-3B,,516.64,66.91,583.55,0.615,128,2,130,1,No,no,Is the number of water areas equal to the number of roads?,6.48,6.87,14.35,62.8,8.59,0.0671,4.2944,0.0661,7391,229,650,0.0000,0
450,Qwen2.5-VL-3B,,495.55,69.45,565.01,0.599,122,2,124,0,Yes,no,Is a circular water area present?,6.43,6.93,14.19,62.8,7.09,0.0581,3.5464,0.0572,7394,226,650,0.0000,0
451,Qwen2.5-VL-3B,,565.24,68.75,633.99,0.667,123,2,125,1,Yes,yes,Are there less water areas than roads?,6.71,6.93,14.77,62.7,8.89,0.0723,4.4456,0.0711,7394,226,650,0.0000,0
452,Qwen2.5-VL-3B,,645.87,146.89,792.76,0.823,127,3,130,0,10,0,How many medium farmlands are there in the image?,6.53,6.87,14.65,62.9,11.74,0.0924,3.9135,0.0903,7395,225,650,0.0000,0
453,Qwen2.5-VL-3B,,608.77,66.45,675.23,0.703,124,2,126,1,Yes,yes,Are there less farmlands than roads?,6.26,6.67,14.45,62.8,10.14,0.0818,5.0705,0.0805,7395,225,650,0.0000,0
454,Qwen2.5-VL-3B,,595.59,67.33,662.92,0.696,125,2,127,0,Yes,no,Are there more water areas than farmlands?,6.26,6.67,14.23,62.7,8.51,0.0681,4.2551,0.0670,7400,220,650,0.0000,0
455,Qwen2.5-VL-3B,,662.84,70.87,733.70,0.766,123,2,125,0,1,0,How many rectangular water areas are there?,6.48,6.87,14.75,62.7,10.34,0.0841,5.1722,0.0828,7404,216,676,0.0000,0
456,Qwen2.5-VL-3B,,676.39,69.97,746.36,0.773,130,2,132,1,No,no,Is the number of water areas equal to the number of medium nature reserves?,6.32,6.47,14.68,62.6,10.31,0.0793,5.1536,0.0781,7400,220,690,0.0000,0
457,Qwen2.5-VL-3B,,652.60,69.43,722.04,0.750,128,2,130,0,Yes,no,Is there a road on the right of the  water area?,6.50,6.79,14.68,62.9,10.28,0.0803,5.1397,0.0791,7403,217,729,0.0000,0
458,Qwen2.5-VL-3B,,517.00,69.96,586.96,0.623,123,2,125,0,Yes,no,Are there less roads than water areas?,6.50,6.78,14.50,62.8,8.71,0.0708,4.3549,0.0697,7397,223,759,0.0000,0
459,Qwen2.5-VL-3B,,608.94,67.20,676.14,0.701,122,2,124,0,Yes,no,Is there a small nature reserve?,6.42,6.89,14.42,62.9,8.63,0.0707,4.3141,0.0696,7402,218,759,0.0000,0
460,Qwen2.5-VL-3B,,673.28,299.81,973.09,0.997,124,5,129,0,1000,4,What is the amount of large grass areas?,6.51,6.75,14.79,62.7,13.35,0.1077,2.6697,0.1035,7402,218,759,0.0000,0
461,Qwen2.5-VL-3B,,571.04,69.46,640.50,0.668,123,2,125,1,Yes,yes,Are there less water areas than forests?,6.33,6.51,14.81,62.8,8.89,0.0723,4.4472,0.0712,7408,212,759,0.0000,0
462,Qwen2.5-VL-3B,,541.11,69.45,610.56,0.643,122,2,124,1,Yes,yes,Are there more roads than forests?,6.47,6.79,14.59,62.8,8.75,0.0717,4.3761,0.0706,7413,207,759,0.0000,0
463,Qwen2.5-VL-3B,,642.23,69.02,711.25,0.736,124,2,126,1,Yes,yes,Are there more water areas than medium roads?,6.39,6.63,14.58,62.8,10.23,0.0825,5.1162,0.0812,7413,207,759,0.0000,0
464,Qwen2.5-VL-3B,,618.37,220.22,838.59,0.867,122,4,126,0,100,0,How many square roads are there?,6.48,6.83,14.56,62.7,11.64,0.0954,2.9105,0.0924,7409,211,807,0.0000,0
465,Qwen2.5-VL-3B,,685.13,73.51,758.64,0.782,130,2,132,1,No,no,Is the number of water areas equal to the number of farmlands?,6.38,6.51,14.71,62.7,10.32,0.0794,5.1617,0.0782,7413,207,807,0.0000,0
466,Qwen2.5-VL-3B,,663.83,68.99,732.82,0.760,131,2,133,0,Yes,no,Is the number of roads equal to the number of water areas in the image?,6.45,6.71,14.75,62.8,10.34,0.0789,5.1705,0.0778,7409,211,896,0.0000,0
467,Qwen2.5-VL-3B,,631.53,69.53,701.07,0.730,125,2,127,0,Yes,no,Are there less roads than circular farmlands?,6.42,6.75,14.59,62.9,10.22,0.0817,5.1088,0.0805,7412,208,931,0.0000,0
468,Qwen2.5-VL-3B,,637.28,64.93,702.21,0.730,126,2,128,1,Yes,yes,Is a water area next to a  road present?,6.39,6.67,14.51,62.7,10.19,0.0809,5.0948,0.0796,7420,200,931,0.0000,0
469,Qwen2.5-VL-3B,,605.99,68.08,674.08,0.702,125,2,127,0,Yes,no,Is there a circular grass area in the image?,6.48,6.83,14.49,62.8,10.14,0.0811,5.0702,0.0798,7419,201,987,0.0000,0
470,Qwen2.5-VL-3B,,602.37,69.35,671.72,0.701,126,2,128,0,No,yes,Are there more forests than water areas in the image?,6.33,6.79,14.22,62.8,8.54,0.0677,4.2682,0.0667,7426,194,987,0.0000,0
471,Qwen2.5-VL-3B,,680.48,70.01,750.49,0.778,126,2,128,1,Yes,yes,Is a road next to a  farmland present?,6.54,6.79,14.81,63.0,10.38,0.0824,5.1908,0.0811,7430,190,987,0.0000,0
472,Qwen2.5-VL-3B,,668.48,69.69,738.17,0.763,123,2,125,0,1,0,How many square water areas are there?,6.48,6.75,14.75,62.9,10.34,0.0841,5.1697,0.0827,7437,183,987,0.0000,0
473,Qwen2.5-VL-3B,,633.30,67.77,701.07,0.728,122,2,124,1,Yes,yes,Is a large grass area present?,6.39,6.59,14.66,62.8,10.28,0.0843,5.1403,0.0829,7433,187,1054,0.0000,0
474,Qwen2.5-VL-3B,,612.46,68.24,680.70,0.705,125,2,127,0,Yes,no,Are there less farmlands than water areas?,6.38,6.75,14.50,63.0,10.14,0.0812,5.0719,0.0799,7438,182,1054,0.0000,0
475,Qwen2.5-VL-3B,,597.37,68.45,665.82,0.691,122,2,124,0,Yes,no,Is a square orchard present?,6.31,6.71,14.30,62.9,8.58,0.0704,4.2922,0.0692,7441,179,1054,0.0000,0
476,Qwen2.5-VL-3B,,681.85,64.81,746.66,0.770,124,2,126,0,Yes,no,Are there more circular roads than water areas?,6.51,6.67,14.84,62.8,10.41,0.0840,5.2050,0.0826,7448,172,1054,0.0000,0
477,Qwen2.5-VL-3B,,652.96,69.48,722.43,0.750,129,2,131,1,No,no,Is the number of farmlands equal to the number of roads?,6.50,6.79,14.65,62.8,10.25,0.0795,5.1273,0.0783,7435,185,1148,0.0000,0
478,Qwen2.5-VL-3B,,624.25,66.30,690.54,0.719,124,2,126,0,Yes,no,Are there more rectangular nature reserves than forests?,6.41,6.63,14.59,62.7,10.23,0.0825,5.1150,0.0812,7442,178,1148,0.0000,0
479,Qwen2.5-VL-3B,,602.05,70.43,672.48,0.701,122,2,124,0,Yes,no,Is there a square grass area?,6.43,6.83,14.42,62.8,10.07,0.0826,5.0359,0.0812,7450,170,1148,0.0000,0
480,Qwen2.5-VL-3B,,605.86,298.90,904.76,0.933,123,5,128,0,1000,0,What is the amount of small forests?,6.43,6.83,14.45,62.8,13.03,0.1059,2.6062,0.1018,7457,163,1148,0.0000,0
481,Qwen2.5-VL-3B,,655.59,66.90,722.50,0.750,129,2,131,0,Yes,no,Is the number of rectangular orchards equal to the number of roads?,6.30,6.63,14.58,62.6,10.20,0.0790,5.0984,0.0778,7453,167,1183,0.0000,0
482,Qwen2.5-VL-3B,,526.94,67.11,594.05,0.621,125,2,127,1,Yes,yes,Are there less water areas than farmlands?,6.53,6.90,14.57,62.8,8.74,0.0699,4.3683,0.0688,7446,174,1278,0.0000,0
483,Qwen2.5-VL-3B,,508.17,65.47,573.65,0.601,128,2,130,1,No,no,Is the number of grass areas equal to the number of roads?,6.46,6.78,14.28,62.7,7.15,0.0559,3.5753,0.0550,7456,164,1278,0.0000,0
484,Qwen2.5-VL-3B,,682.41,143.34,825.75,0.847,129,3,132,0,10,0,What is the amount of roads next to a  small nature reserve?,6.62,6.89,14.80,63.0,11.86,0.0919,3.9533,0.0898,7456,164,1278,0.0000,0
485,Qwen2.5-VL-3B,,655.87,72.15,728.02,0.756,128,2,130,0,Yes,no,Is a water area at the top of a  road present?,6.26,6.75,14.34,62.8,10.01,0.0782,5.0072,0.0770,7456,164,1278,0.0000,0
486,Qwen2.5-VL-3B,,664.76,76.15,740.91,0.766,129,2,131,1,No,no,Is the number of nature reserves equal to the number of water areas?,6.40,6.63,14.52,62.7,10.19,0.0790,5.0956,0.0778,7456,164,1278,0.0000,0
487,Qwen2.5-VL-3B,,578.14,69.97,648.11,0.673,123,2,125,0,1,0,What is the number of square forests?,6.63,6.90,14.72,62.7,8.84,0.0718,4.4178,0.0707,7460,160,1286,0.0000,0
488,Qwen2.5-VL-3B,,639.80,147.39,787.19,0.814,123,3,126,0,10,0,How many square grass areas are there?,6.59,6.94,14.74,62.7,11.82,0.0961,3.9393,0.0938,7450,170,1332,0.0000,0
489,Qwen2.5-VL-3B,,616.32,67.16,683.48,0.709,124,2,126,1,Yes,yes,Are there more roads than circular water areas?,6.38,6.75,14.44,62.8,10.10,0.0814,5.0479,0.0801,7451,169,1330,0.0000,0
490,Qwen2.5-VL-3B,,607.21,67.29,674.49,0.701,128,2,130,1,No,no,Is the number of water areas equal to the number of forests?,6.35,6.75,14.28,62.8,8.57,0.0670,4.2866,0.0659,7448,172,1381,0.0000,0
491,Qwen2.5-VL-3B,,679.59,67.78,747.36,0.776,129,2,131,1,No,no,Is the number of grass areas equal to the number of rectangular roads?,6.53,6.83,14.86,62.9,10.42,0.0808,5.2124,0.0796,7456,164,1380,0.0000,0
492,Qwen2.5-VL-3B,,658.64,68.14,726.78,0.756,128,2,130,1,Yes,yes,Are there more farmlands than water areas in the image?,6.43,6.75,14.68,62.9,10.28,0.0803,5.1402,0.0791,7451,169,1436,0.0000,0
493,Qwen2.5-VL-3B,,635.46,69.33,704.80,0.732,131,2,133,1,No,no,Is the number of square grass areas equal to the number of farmlands?,6.45,6.67,14.60,62.8,10.24,0.0781,5.1179,0.0770,7458,162,1436,0.0000,0
494,Qwen2.5-VL-3B,,697.37,68.20,765.57,0.796,128,2,130,0,Yes,no,Is a water area at the bottom of a  forest present?,6.14,6.79,13.85,62.8,9.61,0.0751,4.8069,0.0740,7463,157,1436,0.0000,0
495,Qwen2.5-VL-3B,,697.50,65.15,762.64,0.791,131,2,133,0,2,0,What is the number of water areas on the left of a  farmland?,6.44,6.94,14.43,62.9,10.08,0.0770,5.0406,0.0758,7441,179,1522,0.0000,0
496,Qwen2.5-VL-3B,,722.34,233.81,956.15,0.989,131,4,135,0,100,0,What is the amount of roads at the bottom of a  medium water area?,6.57,6.83,14.66,62.8,13.20,0.1008,3.3009,0.0978,7449,171,1522,0.0000,0
497,Qwen2.5-VL-3B,,605.73,110.98,716.71,0.756,127,2,129,1,No,no,Is the number of roads equal to the number of forests?,6.42,6.83,14.75,62.7,10.32,0.0813,5.1621,0.0800,7412,208,1765,0.0000,0
498,Qwen2.5-VL-3B,,799.58,55.41,854.99,0.896,134,2,136,0,2,0,How many large water areas on the right of a  circular forest are there in the image?,4.84,6.05,11.58,62.8,9.14,0.0682,4.5709,0.0672,7388,232,1969,0.0000,0
