question_id,model_name,model_load_time_s,prefill_ms,decode_ms,prefill_plus_decode_ms,latency_sec,input_tokens,output_tokens,total_tokens,correct,model_response,ground_truth,question_text,avg_gpu_cv_w,max_gpu_cv_w,avg_power_in_w,max_gpu_temp_c,energy_total_j,energy_per_input_token_j,energy_per_output_token_j,energy_per_total_token_j,ram_used_mb,ram_free_mb,swap_used_mb,kv_n_past,kv_n_ctx,kv_peak_occupancy
367,Qwen2.5-VL-3B,,651.19,149.19,800.38,0.824,123,3,126,0,10,163,How many small residential buildings are there?,6.52,6.67,14.64,62.2,11.74,0.0954,3.9127,0.0932,7091,529,666,0,8192,0.0
368,Qwen2.5-VL-3B,,486.49,71.25,557.73,0.593,124,2,126,1,Yes,yes,Are there more residential buildings than water areas?,5.89,6.79,13.63,62.3,6.81,0.0549,3.4067,0.0541,7089,531,666,0,8192,0.0
369,Qwen2.5-VL-3B,,647.96,65.72,713.67,0.740,124,2,126,0,1,0,What is the number of large commercial buildings?,6.57,6.90,14.69,62.4,10.29,0.0830,5.1465,0.0817,7096,524,663,0,8192,0.0
370,Qwen2.5-VL-3B,,608.87,70.04,678.91,0.704,128,2,130,1,No,no,Is the number of buildings equal to the number of grass areas?,6.42,6.87,14.34,62.1,10.03,0.0783,5.0127,0.0771,7097,523,662,0,8192,0.0
371,Qwen2.5-VL-3B,,495.42,67.19,562.61,0.592,122,2,124,1,Yes,yes,Is there a small water area?,6.30,6.87,14.05,62.2,7.01,0.0574,3.5032,0.0565,7100,520,662,0,8192,0.0
372,Qwen2.5-VL-3B,,643.45,217.17,860.62,0.886,124,4,128,0,100,3,What is the amount of large water areas?,6.60,6.98,14.74,62.2,11.81,0.0952,2.9513,0.0922,7106,514,661,0,8192,0.0
373,Qwen2.5-VL-3B,,591.78,223.75,815.54,0.843,124,4,128,0,100,1,What is the amount of medium orchards?,6.31,6.79,14.38,62.3,11.50,0.0928,2.8759,0.0899,7106,514,661,0,8192,0.0
374,Qwen2.5-VL-3B,,594.70,69.32,664.03,0.700,130,2,132,1,No,no,Is the number of commercial buildings equal to the number of square grass areas?,6.05,6.63,14.05,62.3,8.40,0.0646,4.1983,0.0636,7112,508,661,0,8192,0.0
375,Qwen2.5-VL-3B,,691.70,69.87,761.57,0.788,127,2,129,0,Yes,no,Are there less residential buildings than water areas in the image?,6.43,6.79,14.79,62.2,10.37,0.0817,5.1850,0.0804,7106,514,665,0,8192,0.0
376,Qwen2.5-VL-3B,,640.17,68.55,708.72,0.733,125,2,127,0,Yes,no,Are there less residential buildings than square water areas?,6.43,6.63,14.73,62.4,10.32,0.0826,5.1602,0.0813,7108,512,688,0,8192,0.0
377,Qwen2.5-VL-3B,,599.70,69.28,668.98,0.697,122,2,124,0,Yes,no,Is a circular commercial building present?,6.19,6.63,14.22,62.2,8.56,0.0702,4.2802,0.0690,7114,506,688,0,8192,0.0
378,Qwen2.5-VL-3B,,662.44,223.21,885.65,0.914,124,4,128,0,100,2,What is the amount of rectangular commercial buildings?,6.51,6.75,14.77,62.1,13.32,0.1074,3.3289,0.1040,7121,499,688,0,8192,0.0
379,Qwen2.5-VL-3B,,504.46,67.28,571.74,0.601,122,2,124,0,Yes,no,Is a square commercial building present?,6.28,6.87,14.25,62.3,8.56,0.0701,4.2791,0.0690,7126,494,688,0,8192,0.0
380,Qwen2.5-VL-3B,,576.25,222.34,798.59,0.825,124,4,128,0,100,14,What is the amount of small water areas?,6.39,6.87,14.22,62.3,11.44,0.0922,2.8597,0.0894,7131,489,688,0,8192,0.0
381,Qwen2.5-VL-3B,,580.54,67.94,648.48,0.672,122,2,124,1,Yes,yes,Are there more buildings than forests?,6.20,6.79,14.16,62.3,8.51,0.0698,4.2555,0.0686,7131,489,688,0,8192,0.0
382,Qwen2.5-VL-3B,,657.76,65.27,723.03,0.748,130,2,132,1,No,no,Is the number of small water areas equal to the number of commercial buildings?,6.41,6.59,14.65,62.0,10.29,0.0792,5.1458,0.0780,7137,483,688,0,8192,0.0
383,Qwen2.5-VL-3B,,502.92,300.58,803.50,0.836,122,5,127,0,1000,26,How many small forests are there?,6.34,6.87,14.22,62.5,11.41,0.0936,2.2827,0.0899,7141,479,688,0,8192,0.0
384,Qwen2.5-VL-3B,,624.84,69.67,694.52,0.715,127,2,129,0,Yes,no,Are there less grass areas than water areas in the image?,6.18,6.63,14.39,62.2,10.06,0.0792,5.0283,0.0780,7147,473,688,0,8192,0.0
385,Qwen2.5-VL-3B,,622.92,69.38,692.30,0.717,125,2,127,0,Yes,no,Are there less commercial buildings than circular water areas?,6.36,6.94,14.36,62.3,10.06,0.0805,5.0285,0.0792,7148,472,688,0,8192,0.0
386,Qwen2.5-VL-3B,,593.32,70.83,664.15,0.684,123,2,125,0,Yes,no,Are there less residential buildings than forests?,6.40,6.87,14.33,62.4,8.62,0.0701,4.3115,0.0690,7139,481,802,0,8192,0.0
387,Qwen2.5-VL-3B,,655.80,70.53,726.33,0.751,130,2,132,0,0,164,What is the amount of residential buildings on the left of a  road?,6.50,6.63,14.68,62.2,10.29,0.0792,5.1461,0.0780,7151,469,802,0,8192,0.0
388,Qwen2.5-VL-3B,,608.34,67.81,676.15,0.701,128,2,130,1,Yes,yes,Is a medium water area next to a  farmland present?,6.18,6.63,14.09,62.3,8.47,0.0662,4.2358,0.0652,7163,457,802,0,8192,0.0
389,Qwen2.5-VL-3B,,662.07,65.69,727.75,0.755,124,2,126,1,Yes,yes,Are there more residential buildings than grass areas?,6.48,6.79,14.75,62.3,10.34,0.0834,5.1691,0.0820,7167,453,802,0,8192,0.0
390,Qwen2.5-VL-3B,,511.21,67.99,579.20,0.609,123,2,125,0,Yes,no,Are there more residential buildings than roads?,6.36,6.83,14.23,62.2,8.52,0.0693,4.2592,0.0681,7172,448,802,0,8192,0.0
391,Qwen2.5-VL-3B,,570.15,69.60,639.76,0.664,125,2,127,1,Yes,yes,Are there less square commercial buildings than grass areas?,6.25,6.79,14.00,62.3,8.38,0.0670,4.1882,0.0660,7176,444,801,0,8192,0.0
392,Qwen2.5-VL-3B,,595.90,73.57,669.48,0.694,130,2,132,1,No,no,Is the number of water areas equal to the number of circular commercial buildings?,6.28,6.79,14.07,62.3,8.45,0.0650,4.2270,0.0640,7176,444,801,0,8192,0.0
393,Qwen2.5-VL-3B,,549.08,65.57,614.65,0.649,123,2,125,0,Yes,no,Are there more commercial buildings than roads?,6.60,6.83,14.75,62.2,8.86,0.0721,4.4324,0.0709,7175,445,824,0,8192,0.0
394,Qwen2.5-VL-3B,,585.95,66.11,652.06,0.679,129,2,131,1,No,no,Is the number of commercial buildings equal to the number of grass areas?,6.21,6.79,13.96,62.2,8.36,0.0648,4.1822,0.0639,7182,438,823,0,8192,0.0
395,Qwen2.5-VL-3B,,650.22,68.53,718.74,0.744,123,2,125,0,1,118,What is the number of rectangular buildings?,6.50,6.87,14.75,62.4,10.35,0.0841,5.1732,0.0828,7182,438,822,0,8192,0.0
396,Qwen2.5-VL-3B,,599.66,67.33,666.99,0.692,125,2,127,1,Yes,yes,Are there more residential buildings than circular water areas?,6.28,6.59,14.28,62.3,8.59,0.0687,4.2946,0.0676,7189,431,822,0,8192,0.0
397,Qwen2.5-VL-3B,,559.43,67.27,626.70,0.646,128,2,130,1,No,no,Is the number of forests equal to the number of water areas?,6.62,6.79,14.77,62.2,8.87,0.0693,4.4373,0.0683,7193,427,822,0,8192,0.0
398,Qwen2.5-VL-3B,,569.52,68.00,637.52,0.659,122,2,124,0,1,3,How many medium buildings are there?,6.28,6.87,14.09,62.3,8.49,0.0696,4.2426,0.0684,7200,420,822,0,8192,0.0
399,Qwen2.5-VL-3B,,594.51,66.61,661.12,0.686,130,2,132,1,No,no,Is the number of square roads equal to the number of rectangular water areas?,6.25,6.79,14.03,62.2,8.39,0.0645,4.1932,0.0635,7200,420,822,0,8192,0.0
400,Qwen2.5-VL-3B,,559.75,151.67,711.42,0.753,124,3,127,1,Rural,rural,Is it a rural or an urban area,6.62,6.87,14.67,62.3,10.31,0.0831,3.4365,0.0812,7205,415,822,0,8192,0.0
401,Qwen2.5-VL-3B,,505.96,301.72,807.68,0.838,121,5,126,0,1000,14,How many roads are there?,6.41,6.90,14.36,62.4,11.48,0.0949,2.2967,0.0911,7209,411,821,0,8192,0.0
402,Qwen2.5-VL-3B,,506.05,71.91,577.95,0.605,120,2,122,1,Yes,yes,Is there a forest?,6.25,6.83,14.27,62.4,8.56,0.0713,4.2794,0.0702,7208,412,820,0,8192,0.0
403,Qwen2.5-VL-3B,,572.21,67.53,639.74,0.665,122,2,124,0,Yes,no,Is there a medium water area?,6.23,6.90,14.05,62.4,8.43,0.0691,4.2156,0.0680,7208,412,820,0,8192,0.0
404,Qwen2.5-VL-3B,,480.42,70.45,550.87,0.588,123,2,125,0,2,1,What is the number of water areas?,6.01,6.93,13.40,62.3,6.68,0.0543,3.3391,0.0534,7208,412,820,0,8192,0.0
405,Qwen2.5-VL-3B,,540.19,68.29,608.48,0.640,120,2,122,1,Yes,yes,Is a road present?,6.70,7.02,14.63,62.4,8.78,0.0731,4.3883,0.0719,7214,406,816,0,8192,0.0
406,Qwen2.5-VL-3B,,483.26,147.32,630.58,0.661,122,3,125,0,10,1,How many orchards are there?,6.40,7.01,14.01,62.3,8.43,0.0691,2.8105,0.0675,7215,405,813,0,8192,0.0
407,Qwen2.5-VL-3B,,590.93,67.19,658.12,0.681,124,2,126,1,Yes,yes,Is a water area present in the image?,6.36,6.87,14.31,62.3,8.60,0.0693,4.2991,0.0682,7215,405,813,0,8192,0.0
408,Qwen2.5-VL-3B,,669.55,147.72,817.26,0.843,127,3,130,0,10,7,What is the number of farmlands in the image?,6.53,6.75,14.76,62.1,11.83,0.0932,3.9446,0.0910,7215,405,813,0,8192,0.0
