question_id,model_name,model_load_time_s,prefill_ms,decode_ms,prefill_plus_decode_ms,latency_sec,input_tokens,output_tokens,total_tokens,correct,model_response,ground_truth,question_text,avg_gpu_cv_w,max_gpu_cv_w,avg_power_in_w,max_gpu_temp_c,energy_total_j,energy_per_input_token_j,energy_per_output_token_j,energy_per_total_token_j,ram_used_mb,ram_free_mb,swap_used_mb,kv_n_past,kv_n_ctx,kv_peak_occupancy
367,Qwen2.5-VL-3B,,581.19,143.54,724.73,0.748,123,3,126,0,10,163,How many small residential buildings are there?,6.29,6.87,14.13,62.2,9.87,0.0803,3.2911,0.0784,7163,457,625,0,8192,0.0
368,Qwen2.5-VL-3B,,497.28,69.76,567.04,0.620,124,2,126,1,Yes,yes,Are there more residential buildings than water areas?,6.32,6.94,14.11,62.2,8.41,0.0678,4.2042,0.0667,7162,458,625,0,8192,0.0
369,Qwen2.5-VL-3B,,573.68,67.28,640.97,0.665,124,2,126,0,1,0,What is the number of large commercial buildings?,6.19,6.75,13.98,62.2,8.42,0.0679,4.2081,0.0668,7146,474,649,0,8192,0.0
370,Qwen2.5-VL-3B,,587.69,67.79,655.48,0.678,128,2,130,1,No,no,Is the number of buildings equal to the number of grass areas?,6.26,6.78,14.00,62.0,8.39,0.0655,4.1943,0.0645,7146,474,649,0,8192,0.0
371,Qwen2.5-VL-3B,,540.59,70.20,610.79,0.646,122,2,124,1,Yes,yes,Is there a small water area?,6.69,6.90,14.63,62.3,8.78,0.0720,4.3891,0.0708,7151,469,649,0,8192,0.0
372,Qwen2.5-VL-3B,,573.62,222.96,796.58,0.821,124,4,128,0,100,3,What is the amount of large water areas?,6.36,6.90,14.19,62.3,11.37,0.0917,2.8413,0.0888,7159,461,647,0,8192,0.0
373,Qwen2.5-VL-3B,,581.69,221.22,802.91,0.829,124,4,128,0,100,1,What is the amount of medium orchards?,6.27,6.83,14.26,62.2,11.42,0.0921,2.8541,0.0892,7159,461,647,0,8192,0.0
374,Qwen2.5-VL-3B,,589.57,69.12,658.68,0.686,130,2,132,1,No,no,Is the number of commercial buildings equal to the number of square grass areas?,6.13,6.75,14.06,62.3,8.41,0.0647,4.2050,0.0637,7163,457,647,0,8192,0.0
375,Qwen2.5-VL-3B,,661.57,70.42,731.99,0.761,127,2,129,0,Yes,no,Are there less residential buildings than water areas in the image?,6.49,6.87,14.73,62.2,10.32,0.0813,5.1603,0.0800,7170,450,647,0,8192,0.0
376,Qwen2.5-VL-3B,,588.09,64.55,652.64,0.686,125,2,127,0,Yes,no,Are there less residential buildings than square water areas?,6.27,6.75,14.19,62.4,8.51,0.0681,4.2534,0.0670,7175,445,647,0,8192,0.0
377,Qwen2.5-VL-3B,,659.07,68.75,727.81,0.755,122,2,124,0,Yes,no,Is a circular commercial building present?,6.47,6.83,14.75,62.4,10.34,0.0847,5.1678,0.0834,7176,444,651,0,8192,0.0
378,Qwen2.5-VL-3B,,600.42,222.69,823.11,0.852,124,4,128,0,100,2,What is the amount of rectangular commercial buildings?,6.40,6.75,14.41,62.2,11.56,0.0932,2.8902,0.0903,7178,442,657,0,8192,0.0
379,Qwen2.5-VL-3B,,493.77,68.62,562.39,0.590,122,2,124,0,Yes,no,Is a square commercial building present?,6.09,6.78,13.94,62.3,6.94,0.0569,3.4702,0.0560,7179,441,664,0,8192,0.0
380,Qwen2.5-VL-3B,,650.70,225.99,876.69,0.902,124,4,128,0,100,14,What is the amount of small water areas?,6.56,6.90,14.73,62.3,11.80,0.0951,2.9492,0.0922,7176,444,675,0,8192,0.0
381,Qwen2.5-VL-3B,,595.74,70.45,666.19,0.697,122,2,124,1,Yes,yes,Are there more buildings than forests?,6.15,6.59,14.31,62.2,8.56,0.0701,4.2790,0.0690,7178,442,675,0,8192,0.0
382,Qwen2.5-VL-3B,,676.42,67.91,744.33,0.772,130,2,132,1,No,no,Is the number of small water areas equal to the number of commercial buildings?,6.45,6.75,14.73,62.2,10.32,0.0794,5.1614,0.0782,7180,440,684,0,8192,0.0
383,Qwen2.5-VL-3B,,499.31,299.93,799.24,0.834,122,5,127,0,1000,26,How many small forests are there?,6.44,6.87,14.37,62.4,11.47,0.0940,2.2941,0.0903,7184,436,685,0,8192,0.0
384,Qwen2.5-VL-3B,,614.31,69.27,683.58,0.709,127,2,129,0,Yes,no,Are there less grass areas than water areas in the image?,6.24,6.67,14.36,62.3,10.05,0.0791,5.0241,0.0779,7194,426,685,0,8192,0.0
385,Qwen2.5-VL-3B,,599.78,64.51,664.28,0.690,125,2,127,0,Yes,no,Are there less commercial buildings than circular water areas?,6.28,6.71,14.28,62.3,8.58,0.0687,4.2919,0.0676,7194,426,685,0,8192,0.0
386,Qwen2.5-VL-3B,,658.25,68.66,726.91,0.753,123,2,125,0,Yes,no,Are there less residential buildings than forests?,6.50,6.71,14.75,62.2,10.35,0.0841,5.1739,0.0828,7200,420,685,0,8192,0.0
387,Qwen2.5-VL-3B,,610.53,65.73,676.25,0.703,130,2,132,0,0,164,What is the amount of residential buildings on the left of a  road?,6.30,6.83,14.15,62.4,9.95,0.0766,4.9764,0.0754,7206,414,685,0,8192,0.0
388,Qwen2.5-VL-3B,,604.19,70.63,674.81,0.700,128,2,130,1,Yes,yes,Is a medium water area next to a  farmland present?,6.33,6.71,14.25,62.3,8.53,0.0666,4.2647,0.0656,7209,411,688,0,8192,0.0
389,Qwen2.5-VL-3B,,665.20,69.48,734.69,0.761,124,2,126,1,Yes,yes,Are there more residential buildings than grass areas?,6.49,6.87,14.75,62.2,10.35,0.0834,5.1731,0.0821,7212,408,692,0,8192,0.0
390,Qwen2.5-VL-3B,,542.08,65.56,607.64,0.636,123,2,125,0,Yes,no,Are there more residential buildings than roads?,6.35,6.87,14.26,62.3,8.57,0.0696,4.2828,0.0685,7213,407,692,0,8192,0.0
391,Qwen2.5-VL-3B,,567.43,69.09,636.52,0.658,125,2,127,1,Yes,yes,Are there less square commercial buildings than grass areas?,6.28,6.82,14.01,62.7,8.38,0.0670,4.1876,0.0659,7209,411,829,0,8192,0.0
392,Qwen2.5-VL-3B,,583.47,68.28,651.75,0.677,130,2,132,1,No,no,Is the number of water areas equal to the number of circular commercial buildings?,6.31,6.93,14.07,62.3,8.46,0.0650,4.2279,0.0641,7209,411,829,0,8192,0.0
393,Qwen2.5-VL-3B,,544.58,67.77,612.35,0.641,123,2,125,0,Yes,no,Are there more commercial buildings than roads?,6.58,6.71,14.61,62.4,8.78,0.0714,4.3924,0.0703,7220,400,829,0,8192,0.0
394,Qwen2.5-VL-3B,,586.36,67.14,653.50,0.678,129,2,131,1,No,no,Is the number of commercial buildings equal to the number of grass areas?,6.33,6.94,14.04,62.5,8.44,0.0654,4.2198,0.0644,7226,394,828,0,8192,0.0
395,Qwen2.5-VL-3B,,645.53,69.16,714.69,0.738,123,2,125,0,1,118,What is the number of rectangular buildings?,6.60,6.79,14.72,62.3,10.33,0.0840,5.1645,0.0826,7227,393,828,0,8192,0.0
396,Qwen2.5-VL-3B,,597.72,69.03,666.75,0.693,125,2,127,1,Yes,yes,Are there more residential buildings than circular water areas?,6.21,6.71,14.06,62.4,8.46,0.0677,4.2292,0.0666,7232,388,828,0,8192,0.0
397,Qwen2.5-VL-3B,,561.44,71.86,633.30,0.659,128,2,130,1,No,no,Is the number of forests equal to the number of water areas?,6.62,6.79,14.69,62.3,8.83,0.0690,4.4159,0.0679,7239,381,828,0,8192,0.0
398,Qwen2.5-VL-3B,,589.58,71.60,661.18,0.686,122,2,124,0,1,3,How many medium buildings are there?,6.14,6.59,14.19,62.3,8.55,0.0701,4.2764,0.0690,7241,379,828,0,8192,0.0
399,Qwen2.5-VL-3B,,659.24,67.64,726.88,0.751,130,2,132,1,No,no,Is the number of square roads equal to the number of rectangular water areas?,6.55,6.83,14.71,62.3,10.31,0.0793,5.1558,0.0781,7241,379,828,0,8192,0.0
400,Qwen2.5-VL-3B,,499.10,146.60,645.70,0.687,124,3,127,1,Rural,rural,Is it a rural or an urban area,6.37,6.90,14.19,62.6,8.48,0.0684,2.8276,0.0668,7244,376,828,0,8192,0.0
401,Qwen2.5-VL-3B,,506.52,302.91,809.43,0.840,121,5,126,0,1000,14,How many roads are there?,6.45,6.83,14.39,62.4,11.54,0.0954,2.3084,0.0916,7251,369,828,0,8192,0.0
402,Qwen2.5-VL-3B,,504.32,69.77,574.09,0.601,120,2,122,1,Yes,yes,Is there a forest?,6.08,6.67,14.13,62.4,7.07,0.0589,3.5363,0.0580,7251,369,828,0,8192,0.0
403,Qwen2.5-VL-3B,,634.83,69.79,704.62,0.730,122,2,124,0,Yes,no,Is there a medium water area?,6.51,6.71,14.63,62.3,10.26,0.0841,5.1279,0.0827,7251,369,828,0,8192,0.0
404,Qwen2.5-VL-3B,,493.91,68.00,561.91,0.600,123,2,125,0,2,1,What is the number of water areas?,6.34,6.85,14.12,62.4,7.01,0.0570,3.5060,0.0561,7251,369,828,0,8192,0.0
405,Qwen2.5-VL-3B,,540.27,66.82,607.09,0.635,120,2,122,1,Yes,yes,Is a road present?,6.71,6.97,14.61,62.2,8.77,0.0731,4.3840,0.0719,7249,371,825,0,8192,0.0
406,Qwen2.5-VL-3B,,486.64,148.69,635.33,0.668,122,3,125,0,10,1,How many orchards are there?,6.22,6.94,13.85,62.6,8.33,0.0683,2.7765,0.0666,7251,369,824,0,8192,0.0
407,Qwen2.5-VL-3B,,607.63,67.83,675.46,0.698,124,2,126,1,Yes,yes,Is a water area present in the image?,6.30,6.79,14.32,62.6,8.61,0.0694,4.3030,0.0683,7251,369,824,0,8192,0.0
408,Qwen2.5-VL-3B,,671.52,148.07,819.59,0.844,127,3,130,0,10,7,What is the number of farmlands in the image?,6.60,6.83,14.80,62.6,11.86,0.0934,3.9541,0.0912,7253,367,823,0,8192,0.0
409,Qwen2.5-VL-3B,,575.62,67.72,643.35,0.673,121,2,123,1,Yes,yes,Is there a farmland?,6.16,6.66,14.14,62.4,8.52,0.0704,4.2585,0.0692,7256,364,823,0,8192,0.0
410,Qwen2.5-VL-3B,,546.77,144.11,690.87,0.723,122,3,125,0,10,5,What is the number of forests?,6.62,6.83,14.64,62.3,10.26,0.0841,3.4196,0.0821,7262,358,824,0,8192,0.0
411,Qwen2.5-VL-3B,,505.00,145.30,650.29,0.682,122,3,125,0,10,4,How many grass areas are there?,6.36,6.90,14.22,62.5,8.51,0.0698,2.8379,0.0681,7267,353,821,0,8192,0.0
412,Qwen2.5-VL-3B,,496.27,71.97,568.24,0.597,121,2,123,1,Yes,yes,Is there a grass area?,6.14,6.78,13.92,62.3,6.96,0.0575,3.4812,0.0566,7269,351,820,0,8192,0.0
413,Qwen2.5-VL-3B,,642.15,67.10,709.25,0.732,121,2,123,1,Yes,yes,Is there a nature reserve?,6.58,6.93,14.69,62.4,10.29,0.0851,5.1466,0.0837,7269,351,820,0,8192,0.0
414,Qwen2.5-VL-3B,,493.90,69.30,563.19,0.593,128,2,130,0,Yes,no,Is there a water area on the left of a  road?,6.31,6.83,14.12,62.4,7.01,0.0548,3.5074,0.0540,7269,351,820,0,8192,0.0
415,Qwen2.5-VL-3B,,549.79,71.31,621.10,0.647,122,2,124,1,Yes,yes,Are there less forests than roads?,6.69,6.98,14.65,62.3,8.79,0.0720,4.3939,0.0709,7277,343,820,0,8192,0.0
416,Qwen2.5-VL-3B,,577.31,68.83,646.14,0.669,121,2,123,1,No,no,Is a square road present?,6.13,6.75,13.84,62.3,8.32,0.0688,4.1602,0.0676,7277,343,820,0,8192,0.0
417,Qwen2.5-VL-3B,,485.13,70.76,555.89,0.591,121,2,123,0,Yes,no,Is a medium road present?,6.15,6.85,13.79,62.4,6.85,0.0566,3.4270,0.0557,7277,343,820,0,8192,0.0
418,Qwen2.5-VL-3B,,639.61,67.16,706.77,0.731,125,2,127,1,Yes,yes,Is a rectangular farmland present in the image?,6.63,6.98,14.71,62.3,10.31,0.0825,5.1558,0.0812,7271,349,820,0,8192,0.0
419,Qwen2.5-VL-3B,,496.69,143.54,640.23,0.673,122,3,125,0,10,2,How many medium forests are there?,6.44,6.98,14.19,62.4,8.51,0.0698,2.8368,0.0681,7273,347,820,0,8192,0.0
420,Qwen2.5-VL-3B,,596.99,65.56,662.55,0.688,124,2,126,0,Yes,no,Are there more farmlands than roads?,6.33,6.71,14.28,62.4,8.54,0.0689,4.2722,0.0678,7278,342,820,0,8192,0.0
421,Qwen2.5-VL-3B,,664.25,303.25,967.50,0.994,125,5,130,0,1000,0,What is the amount of circular farmlands?,6.54,6.83,14.74,62.3,13.29,0.1063,2.6581,0.1022,7279,341,820,0,8192,0.0
422,Qwen2.5-VL-3B,,674.51,69.71,744.21,0.769,133,2,135,1,No,no,Is the number of farmlands equal to the number of water areas in the image?,6.21,6.47,14.73,62.4,10.34,0.0778,5.1705,0.0766,7288,332,838,0,8192,0.0
423,Qwen2.5-VL-3B,,597.80,69.93,667.73,0.696,123,2,125,0,1,0,What is the amount of large roads?,6.19,6.59,14.29,62.5,8.60,0.0699,4.3014,0.0688,7295,325,838,0,8192,0.0
424,Qwen2.5-VL-3B,,673.77,72.52,746.29,0.769,121,2,123,1,Yes,yes,Is a large forest present?,6.51,6.75,14.81,62.5,10.38,0.0858,5.1922,0.0844,7297,323,838,0,8192,0.0
425,Qwen2.5-VL-3B,,497.33,69.31,566.64,0.596,123,2,125,0,Yes,no,Are there more water areas than forests?,6.21,6.78,14.02,62.5,7.02,0.0570,3.5081,0.0561,7301,319,867,0,8192,0.0
426,Qwen2.5-VL-3B,,651.83,67.60,719.43,0.743,124,2,126,0,1,0,What is the number of medium water areas?,6.53,6.67,14.68,62.3,10.30,0.0831,5.1514,0.0818,7304,316,867,0,8192,0.0
427,Qwen2.5-VL-3B,,498.93,65.55,564.47,0.603,121,2,123,1,Yes,yes,Is there a orchard?,6.26,6.93,14.01,62.4,8.42,0.0696,4.2098,0.0685,7306,314,867,0,8192,0.0
428,Qwen2.5-VL-3B,,577.52,68.25,645.78,0.672,124,2,126,0,Yes,no,Are there less roads than rectangular grass areas?,6.09,6.78,13.73,62.4,8.26,0.0666,4.1308,0.0656,7311,309,882,0,8192,0.0
429,Qwen2.5-VL-3B,,640.53,298.77,939.30,0.965,123,5,128,0,1000,2,What is the number of nature reserves?,6.51,6.85,14.69,62.5,13.23,0.1075,2.6453,0.1033,7312,308,882,0,8192,0.0
430,Qwen2.5-VL-3B,,585.29,70.72,656.01,0.685,122,2,124,0,Yes,no,Is a square farmland present?,6.03,6.63,14.12,62.3,8.43,0.0691,4.2149,0.0680,7318,302,882,0,8192,0.0
431,Qwen2.5-VL-3B,,648.30,146.76,795.06,0.823,123,3,126,0,10,0,What is the amount of rectangular roads?,6.51,6.79,14.70,62.5,11.77,0.0957,3.9225,0.0934,7323,297,882,0,8192,0.0
432,Qwen2.5-VL-3B,,493.58,64.78,558.36,0.591,123,2,125,0,Yes,no,Are there more grass areas than roads?,6.08,6.78,13.90,62.4,6.92,0.0563,3.4602,0.0554,7328,292,882,0,8192,0.0
433,Qwen2.5-VL-3B,,663.30,67.19,730.49,0.756,132,2,134,0,Yes,no,Are there less roads at the bottom of the  water area than farmlands?,6.50,6.87,14.54,62.5,10.17,0.0771,5.0862,0.0759,7333,287,882,0,8192,0.0
434,Qwen2.5-VL-3B,,622.65,66.64,689.30,0.717,123,2,125,1,Yes,yes,Are there more roads than nature reserves?,6.41,6.87,14.36,62.2,10.05,0.0817,5.0264,0.0804,7334,286,882,0,8192,0.0
435,Qwen2.5-VL-3B,,590.77,69.17,659.94,0.687,122,2,124,0,Yes,no,Is a small water area present?,6.36,6.67,14.30,62.4,8.61,0.0705,4.3029,0.0694,7323,297,973,0,8192,0.0
436,Qwen2.5-VL-3B,,554.53,67.78,622.31,0.648,123,2,125,0,Yes,no,Are there more water areas than roads?,6.59,6.71,14.68,62.6,8.84,0.0719,4.4189,0.0707,7329,291,973,0,8192,0.0
437,Qwen2.5-VL-3B,,579.44,69.87,649.31,0.674,124,2,126,0,Yes,no,Are there less roads than farmlands?,6.24,6.83,14.04,62.7,8.44,0.0681,4.2209,0.0670,7338,282,973,0,8192,0.0
438,Qwen2.5-VL-3B,,645.53,65.83,711.36,0.739,126,2,128,0,Yes,no,Are there less medium grass areas than small water areas?,6.49,6.63,14.63,62.4,10.28,0.0816,5.1385,0.0803,7339,281,973,0,8192,0.0
439,Qwen2.5-VL-3B,,614.50,72.23,686.74,0.713,126,2,128,0,Yes,no,Are there more small farmlands than water areas?,6.34,6.75,14.39,62.5,10.05,0.0798,5.0274,0.0786,7344,276,979,0,8192,0.0
440,Qwen2.5-VL-3B,,498.27,69.19,567.47,0.597,121,2,123,0,Yes,no,Is a rectangular road present?,6.26,6.82,14.06,62.5,6.99,0.0578,3.4957,0.0568,7347,273,979,0,8192,0.0
441,Qwen2.5-VL-3B,,546.38,71.29,617.66,0.643,121,2,123,0,Yes,no,Is there a circular road?,6.67,6.98,14.69,62.5,8.82,0.0729,4.4113,0.0717,7354,266,979,0,8192,0.0
442,Qwen2.5-VL-3B,,487.52,71.02,558.54,0.585,122,2,124,1,Yes,yes,Is a large water area present?,6.26,6.85,13.91,62.4,6.91,0.0566,3.4546,0.0557,7354,266,979,0,8192,0.0
443,Qwen2.5-VL-3B,,635.82,144.65,780.47,0.805,123,3,126,0,10,0,How many small water areas are there?,6.63,7.01,14.69,62.7,11.76,0.0956,3.9185,0.0933,7354,266,979,0,8192,0.0
444,Qwen2.5-VL-3B,,493.19,65.36,558.55,0.598,122,2,124,0,Yes,no,Is a rectangular water area present?,6.10,6.87,13.82,62.6,6.88,0.0564,3.4377,0.0554,7354,266,979,0,8192,0.0
445,Qwen2.5-VL-3B,,542.12,68.36,610.49,0.638,124,2,126,1,Yes,yes,Are there more nature reserves than water areas?,6.63,6.87,14.68,62.5,8.81,0.0711,4.4063,0.0699,7358,262,977,0,8192,0.0
446,Qwen2.5-VL-3B,,571.84,67.14,638.98,0.662,123,2,125,1,Yes,yes,Are there more roads than small forests?,6.25,6.78,14.02,62.5,8.39,0.0682,4.1957,0.0671,7358,262,977,0,8192,0.0
447,Qwen2.5-VL-3B,,576.45,69.95,646.40,0.671,124,2,126,1,Yes,yes,Are there more roads than farmlands?,6.27,6.85,14.06,62.6,8.46,0.0683,4.2315,0.0672,7358,262,977,0,8192,0.0
448,Qwen2.5-VL-3B,,574.72,67.93,642.65,0.672,123,2,125,1,1,1,What is the number of rectangular forests?,6.20,6.74,14.01,62.3,8.37,0.0681,4.1867,0.0670,7365,255,977,0,8192,0.0
449,Qwen2.5-VL-3B,,567.02,81.90,648.92,0.684,128,2,130,1,No,no,Is the number of water areas equal to the number of roads?,6.66,6.94,14.63,62.6,8.79,0.0686,4.3928,0.0676,7365,255,977,0,8192,0.0
450,Qwen2.5-VL-3B,,542.82,74.85,617.66,0.650,122,2,124,0,Yes,no,Is a circular water area present?,6.72,6.83,14.64,62.4,8.80,0.0721,4.3975,0.0709,7351,269,1086,0,8192,0.0
451,Qwen2.5-VL-3B,,519.00,73.62,592.62,0.624,123,2,125,1,Yes,yes,Are there less water areas than roads?,6.36,7.01,14.11,62.5,8.46,0.0687,4.2280,0.0676,7352,268,1082,0,8192,0.0
452,Qwen2.5-VL-3B,,601.83,144.03,745.86,0.765,127,3,130,0,10,0,How many medium farmlands are there in the image?,6.58,7.06,14.39,62.5,10.09,0.0794,3.3629,0.0776,7351,269,1091,0,8192,0.0
453,Qwen2.5-VL-3B,,592.03,69.49,661.52,0.691,124,2,126,1,Yes,yes,Are there less farmlands than roads?,6.35,6.79,14.29,62.6,8.54,0.0689,4.2693,0.0678,7353,267,1120,0,8192,0.0
454,Qwen2.5-VL-3B,,645.24,69.77,715.02,0.751,125,2,127,0,Yes,no,Are there more water areas than farmlands?,6.53,6.90,14.68,62.5,10.28,0.0822,5.1395,0.0809,7358,262,1120,0,8192,0.0
455,Qwen2.5-VL-3B,,621.43,69.12,690.56,0.720,123,2,125,0,1,0,How many rectangular water areas are there?,6.24,6.71,14.38,62.3,10.07,0.0818,5.0326,0.0805,7364,256,1120,0,8192,0.0
456,Qwen2.5-VL-3B,,634.42,65.42,699.84,0.731,130,2,132,1,No,no,Is the number of water areas equal to the number of medium nature reserves?,6.29,6.67,14.30,62.3,10.02,0.0771,5.0110,0.0759,7363,257,1120,0,8192,0.0
457,Qwen2.5-VL-3B,,629.69,70.12,699.82,0.729,128,2,130,0,Yes,no,Is there a road on the right of the  water area?,6.28,6.87,14.05,62.5,9.85,0.0769,4.9241,0.0758,7375,245,1120,0,8192,0.0
458,Qwen2.5-VL-3B,,500.52,71.35,571.87,0.603,123,2,125,0,Yes,no,Are there less roads than water areas?,6.33,6.97,14.00,62.6,8.41,0.0684,4.2038,0.0673,7381,239,1120,0,8192,0.0
459,Qwen2.5-VL-3B,,726.39,69.07,795.47,0.824,122,2,124,0,Yes,no,Is there a small nature reserve?,5.48,6.83,12.85,62.8,10.20,0.0836,5.0994,0.0822,7380,240,1115,0,8192,0.0
460,Qwen2.5-VL-3B,,570.47,302.68,873.15,0.910,124,5,129,0,1000,4,What is the amount of large grass areas?,6.27,7.01,13.97,62.4,12.62,0.1018,2.5239,0.0978,7369,251,1175,0,8192,0.0
461,Qwen2.5-VL-3B,,495.25,70.14,565.39,0.609,123,2,125,1,Yes,yes,Are there less water areas than forests?,6.22,6.90,14.15,62.5,8.46,0.0688,4.2317,0.0677,7378,242,1175,0,8192,0.0
462,Qwen2.5-VL-3B,,483.39,66.33,549.72,0.583,122,2,124,1,Yes,yes,Are there more roads than forests?,6.15,6.85,13.79,62.4,6.86,0.0562,3.4283,0.0553,7386,234,1170,0,8192,0.0
463,Qwen2.5-VL-3B,,692.30,69.85,762.15,0.786,124,2,126,1,Yes,yes,Are there more water areas than medium roads?,6.54,6.98,14.76,62.4,10.35,0.0835,5.1749,0.0821,7386,234,1170,0,8192,0.0
464,Qwen2.5-VL-3B,,673.86,219.06,892.91,0.920,122,4,126,0,100,0,How many square roads are there?,6.40,6.90,14.48,62.4,13.02,0.1068,3.2560,0.1034,7361,259,1269,0,8192,0.0
465,Qwen2.5-VL-3B,,606.55,69.95,676.50,0.705,130,2,132,1,No,no,Is the number of water areas equal to the number of farmlands?,6.08,6.83,13.94,62.5,9.78,0.0752,4.8898,0.0741,7366,254,1269,0,8192,0.0
466,Qwen2.5-VL-3B,,638.21,68.65,706.86,0.734,131,2,133,0,Yes,no,Is the number of roads equal to the number of water areas in the image?,6.33,6.90,14.19,62.5,9.91,0.0757,4.9572,0.0745,7372,248,1269,0,8192,0.0
467,Qwen2.5-VL-3B,,642.16,68.31,710.47,0.737,125,2,127,0,Yes,no,Are there less roads than circular farmlands?,6.11,6.94,13.67,62.4,9.50,0.0760,4.7500,0.0748,7356,264,1348,0,8192,0.0
468,Qwen2.5-VL-3B,,574.18,70.54,644.71,0.672,126,2,128,1,Yes,yes,Is a water area next to a  road present?,6.32,6.87,13.99,62.3,8.37,0.0664,4.1844,0.0654,7368,252,1348,0,8192,0.0
469,Qwen2.5-VL-3B,,635.93,71.23,707.17,0.734,125,2,127,0,Yes,no,Is there a circular grass area in the image?,6.61,7.01,14.70,62.6,10.30,0.0824,5.1500,0.0811,7372,248,1348,0,8192,0.0
470,Qwen2.5-VL-3B,,656.02,69.07,725.09,0.753,126,2,128,0,No,yes,Are there more forests than water areas in the image?,6.22,6.75,13.93,62.4,9.75,0.0773,4.8726,0.0761,7376,244,1348,0,8192,0.0
471,Qwen2.5-VL-3B,,656.61,66.96,723.58,0.751,126,2,128,1,Yes,yes,Is a road next to a  farmland present?,6.14,6.89,13.60,62.5,9.47,0.0751,4.7338,0.0740,7369,251,1421,0,8192,0.0
472,Qwen2.5-VL-3B,,574.68,67.85,642.53,0.675,123,2,125,0,1,0,How many square water areas are there?,6.20,6.74,13.95,62.5,8.34,0.0678,4.1714,0.0667,7374,246,1421,0,8192,0.0
473,Qwen2.5-VL-3B,,657.12,70.54,727.67,0.751,122,2,124,1,Yes,yes,Is a large grass area present?,6.54,6.89,14.76,62.4,10.35,0.0848,5.1736,0.0834,7381,239,1421,0,8192,0.0
474,Qwen2.5-VL-3B,,606.88,70.55,677.43,0.704,125,2,127,0,Yes,no,Are there less farmlands than water areas?,6.32,6.79,14.35,62.4,10.05,0.0804,5.0233,0.0791,7379,241,1486,0,8192,0.0
475,Qwen2.5-VL-3B,,635.65,65.52,701.16,0.735,122,2,124,0,Yes,no,Is a square orchard present?,6.12,6.79,13.91,62.4,9.72,0.0797,4.8603,0.0784,7392,228,1486,0,8192,0.0
476,Qwen2.5-VL-3B,,595.76,67.78,663.54,0.690,124,2,126,0,Yes,no,Are there more circular roads than water areas?,6.37,6.67,14.32,62.4,8.62,0.0695,4.3112,0.0684,7381,239,1568,0,8192,0.0
477,Qwen2.5-VL-3B,,667.72,70.17,737.90,0.765,129,2,131,1,No,no,Is the number of farmlands equal to the number of roads?,6.57,6.90,14.66,62.5,10.26,0.0796,5.1320,0.0784,7386,234,1568,0,8192,0.0
478,Qwen2.5-VL-3B,,976.11,57.51,1033.62,1.061,124,2,126,0,Yes,no,Are there more rectangular nature reserves than forests?,4.71,6.43,11.56,62.4,11.37,0.0917,5.6840,0.0902,7390,230,1568,0,8192,0.0
479,Qwen2.5-VL-3B,,605.26,70.36,675.62,0.702,122,2,124,0,Yes,no,Is there a square grass area?,6.65,6.94,14.56,62.4,8.75,0.0717,4.3735,0.0705,7370,250,1690,0,8192,0.0
480,Qwen2.5-VL-3B,,679.61,369.79,1049.40,1.075,123,5,128,0,1000,0,What is the amount of small forests?,6.52,6.98,14.52,62.5,14.63,0.1189,2.9252,0.1143,7379,241,1690,0,8192,0.0
481,Qwen2.5-VL-3B,,590.03,65.27,655.30,0.684,129,2,131,0,Yes,no,Is the number of rectangular orchards equal to the number of roads?,6.14,6.63,14.02,62.2,8.43,0.0654,4.2160,0.0644,7364,256,1788,0,8192,0.0
482,Qwen2.5-VL-3B,,551.75,73.27,625.02,0.668,125,2,127,1,Yes,yes,Are there less water areas than farmlands?,6.54,6.63,14.59,62.3,8.78,0.0702,4.3883,0.0691,7367,253,1788,0,8192,0.0
483,Qwen2.5-VL-3B,,515.54,82.43,597.98,0.635,128,2,130,1,No,no,Is the number of grass areas equal to the number of roads?,6.18,6.71,14.03,62.4,8.43,0.0658,4.2142,0.0648,7370,250,1788,0,8192,0.0
484,Qwen2.5-VL-3B,,799.20,150.43,949.62,0.980,129,3,132,0,10,0,What is the amount of roads next to a  small nature reserve?,5.26,6.97,12.25,62.4,10.84,0.0840,3.6124,0.0821,7360,260,1870,0,8192,0.0
485,Qwen2.5-VL-3B,,604.31,69.43,673.74,0.706,128,2,130,0,Yes,no,Is a water area at the top of a  road present?,6.41,7.06,14.28,62.2,9.98,0.0779,4.9878,0.0767,7360,260,1868,0,8192,0.0
486,Qwen2.5-VL-3B,,599.13,65.06,664.20,0.692,129,2,131,1,No,no,Is the number of nature reserves equal to the number of water areas?,6.41,6.79,14.18,62.3,8.50,0.0659,4.2487,0.0649,7369,251,1897,0,8192,0.0
487,Qwen2.5-VL-3B,,545.89,67.96,613.85,0.655,123,2,125,0,1,0,What is the number of square forests?,6.69,6.94,14.68,62.4,8.81,0.0717,4.4067,0.0705,7376,244,1897,0,8192,0.0
488,Qwen2.5-VL-3B,,570.31,146.91,717.23,0.751,123,3,126,0,10,0,How many square grass areas are there?,6.31,6.98,13.99,62.4,9.79,0.0796,3.2640,0.0777,7382,238,1893,0,8192,0.0
489,Qwen2.5-VL-3B,,709.67,72.47,782.15,0.816,124,2,126,1,Yes,yes,Are there more roads than circular water areas?,6.10,6.87,13.77,62.3,10.93,0.0882,5.4673,0.0868,7382,238,1892,0,8192,0.0
